,points,price,province,variety,winery,Year
48525,88,37.0,California,Pinot Noir,Gundlach Bundschu,2012
48526,88,36.0,Oregon,Pinot Noir,Iris Vineyards,2012
48527,88,24.0,Oregon,Chardonnay,Iris Vineyards,2013
48529,88,10.0,California,Chardonnay,McManis,2013
48530,88,54.0,California,Cabernet Sauvignon,Pomar Junction,2010
48532,88,25.0,California,Viognier,Pomar Junction,2013
48533,88,40.0,California,Chardonnay,Robert Mondavi,2012
48534,86,50.0,California,Chardonnay,Sterling,2005
48535,86,20.0,California,Pinot Noir,Taft Street,2006
48540,86,22.0,Washington,Red Blend,Gifford Hirlinger,2005
48541,86,18.0,California,Pinot Noir,Kenwood,2006
48544,86,25.0,Washington,Syrah,Alexandria Nicole,2004
48546,86,13.0,Washington,Syrah,Chateau Ste. Michelle,2003
48554,92,38.0,Washington,Tempranillo,Saviah,2013
48555,92,55.0,California,Pinot Noir,Alma Rosa,2013
48556,92,45.0,Washington,Syrah,B. Leighton,2013
48557,92,49.0,California,RhÃ´ne-style Red Blend,Calcareous,2013
48558,92,39.0,California,GewÃ¼rztraminer,Castello di Amorosa,2013
48560,92,60.0,California,Pinot Noir,Davies,2014
48561,92,45.0,Alsace,Riesling,Domaine Bernhard & Reibel,2012
48563,92,27.0,Alsace,Riesling,Domaine Marcel Deiss,2014
48564,92,53.0,Alsace,GewÃ¼rztraminer,Domaine Weinbach,2015
48566,92,42.0,California,Pinot Noir,Waits-Mast,2013
48567,92,100.0,Washington,Cabernet Sauvignon,Sparkman,2013
48568,92,48.0,California,Chardonnay,Testarossa,2014
48569,92,64.0,California,Pinot Noir,Testarossa,2014
48571,92,96.0,California,Bordeaux-style Red Blend,Chimney Rock,2013
48572,92,35.0,California,Pinot Noir,Davies,2014
48574,92,64.0,Alsace,GewÃ¼rztraminer,Domaine Ostertag,2013
48576,92,42.0,California,Pinot Noir,Pey-Marin,2014
48578,92,33.0,California,Chardonnay,Keller Estate,2014
48579,92,65.0,California,Pinot Noir,La Crema,2013
48581,92,42.0,California,Pinot Noir,Lombardi,2014
48582,92,50.0,California,Chardonnay,Longoria,2014
48587,84,8.0,California,Chardonnay,Twisted,2012
48588,84,28.0,California,Zinfandel,Keating,2011
48590,84,16.0,California,Chardonnay,Carmel Road,2012
48591,84,35.0,California,Cabernet Sauvignon,Adelaida,2010
48592,84,15.0,California,Chardonnay,Adler Fels,2012
48593,84,35.0,California,Pinot Noir,Balverne,2010
48594,84,35.0,California,Viognier,Black Stallion,2012
48595,84,18.0,California,Pinot Noir,Bread & Butter,2012
48599,84,33.0,California,Sauvignon Blanc,Chalk Hill,2011
48602,84,7.0,California,Chardonnay,Eye Candy,2012
48607,84,22.0,California,RosÃ©,Tedeschi,2012
48609,84,13.0,California,Sauvignon Blanc,Kendall-Jackson,2012
48612,93,40.0,Washington,Syrah,Doyenne,2007
48613,93,45.0,California,Syrah,Four Cairn,2008
48614,93,55.0,Tuscany,Sangiovese Grosso,La Mannella,2005
48616,93,90.0,Tuscany,Sangiovese Grosso,Fattoria dei Barbi,2004
48618,93,40.0,Washington,Cabernet Sauvignon,Rulo,2007
48619,93,55.0,California,Bordeaux-style Red Blend,Korbin Kameron,2006
48623,93,83.0,Tuscany,Sangiovese Grosso,Tenuta Vitanza,2004
48624,93,35.0,California,Chardonnay,Williams Selyem,2008
48626,93,58.0,California,Cabernet Sauvignon,Robert Young,2005
48627,93,20.0,Washington,Chardonnay,Rulo,2008
48628,93,55.0,Tuscany,Sangiovese Grosso,Caprili,2004
48629,93,48.0,Tuscany,Sangiovese Grosso,Corte Pavone,2005
48632,85,45.0,California,Cabernet Sauvignon,Courtney Benham,2011
48634,85,20.0,California,Cabernet Sauvignon,Educated Guess,2011
48635,85,30.0,California,Cabernet Sauvignon,Fuse,2011
48637,85,11.0,California,Zinfandel,Grayson,2012
48643,85,30.0,Oregon,Tempranillo,Jaxon,2011
48648,85,48.0,California,Cabernet Sauvignon,Rockroom Winemaking Cooperative,2009
48651,85,24.0,California,Zinfandel,Seghesio,2012
48652,85,25.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Hyot,2011
48653,85,10.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau la France,2011
48655,85,32.0,California,Chardonnay,Dierberg,2011
48658,84,18.0,California,Pinot Noir,Row Eleven,2013
48678,84,26.0,Oregon,Pinot Noir,Hanson Vineyards,2012
48683,91,24.0,California,Sauvignon Blanc,Matanzas Creek,2006
48687,90,73.0,Burgundy,Pinot Noir,Bouchard AÃ®nÃ© & Fils,2005
48688,90,33.0,Burgundy,Pinot Noir,Bouchard PÃ¨re & Fils,2005
48690,90,35.0,Washington,Red Blend,Camaraderie,2004
48698,90,24.0,Washington,Red Blend,Owen Roe,2006
48699,90,34.0,California,Chardonnay,Robert Stemmler,2005
48702,90,40.0,California,Pinot Noir,La Rochelle,2005
48703,90,28.0,California,Chardonnay,Longoria,2006
48705,92,32.0,California,Chardonnay,Deep Sea,2008
48709,92,35.0,California,Zinfandel,V. Sattui,2008
48710,92,60.0,California,Cabernet Sauvignon,V. Sattui,2008
48711,92,50.0,Oregon,Pinot Noir,Lemelson,2008
48713,92,45.0,Tuscany,Red Blend,Poggio al Tesoro,2006
48714,92,30.0,California,Chardonnay,QupÃ©,2008
48715,92,50.0,Oregon,Pinot Noir,Vidon Vineyard,2009
48717,92,50.0,California,Pinot Noir,Graton Ridge,2009
48721,92,36.0,California,Merlot,Keenan,2007
48723,92,34.0,California,Petit Verdot,Occasio,2008
48726,92,85.0,California,Cabernet Sauvignon,PiÃ±a,2008
48729,92,70.0,California,RhÃ´ne-style Red Blend,Sanguis,2008
48730,92,30.0,California,Syrah,Schulz,2008
48731,92,28.0,California,Red Blend,Schulz,2008
48732,92,40.0,California,Chardonnay,Talley,2009
48733,84,11.0,California,Meritage,Robert Mondavi,2009
48734,84,11.0,California,Chardonnay,Robert Mondavi,2010
48736,84,15.0,California,Chardonnay,Clos La Chance,2010
48737,84,10.0,California,Pinot Noir,Concannon,2009
48750,84,35.0,California,Syrah,Naggiar,2008
48751,84,34.0,California,Zinfandel,Novy,2009
48752,84,18.0,California,Pinot Grigio,Pietra Santa,2010
48755,84,28.0,California,Syrah,Tolosa,2008
48760,84,20.0,California,Merlot,Wellington,2007
48761,91,38.0,Oregon,Pinot Noir,Goodfellow,2012
48762,91,75.0,California,Pinot Noir,Guarachi Family,2013
48763,92,65.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Smith Haut Lafitte,2013
48766,91,66.0,Oregon,Pinot Noir,Anam Cara,2012
48767,91,54.0,Oregon,Pinot Noir,Archery Summit,2012
48768,91,85.0,Oregon,Pinot Noir,Archery Summit,2012
48769,91,48.0,California,Syrah,Baiocchi Wines,2011
48770,91,30.0,Oregon,Pinot Noir,Blakeslee,2014
48771,91,50.0,Oregon,Pinot Noir,Bomb,2010
48772,91,50.0,Oregon,Pinot Noir,Bomb,2012
48773,91,40.0,Tuscany,Merlot,Cafaggio,2010
48774,91,33.0,California,Grenache,Carhartt Vineyard,2012
48776,91,32.0,California,Petite Sirah,Vasco Urbano,2012
48779,91,32.0,California,Pinot Noir,Maldonado,2012
48780,91,36.0,Oregon,Pinot Noir,Marshall Davis,2012
48784,91,25.0,California,Zinfandel,Paul Dolan,2013
48790,91,95.0,California,Cabernet Sauvignon,Keating,2012
48791,91,30.0,Oregon,Pinot Noir,Plaisance Ranch,2012
48793,92,47.0,Washington,RhÃ´ne-style Red Blend,Betz Family,2013
48794,92,25.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Calon SÃ©gur,2013
48801,92,38.0,California,Pinot Noir,Lombardi,2013
48802,92,50.0,California,Pinot Noir,Lucienne,2013
48803,92,18.0,California,Petite Sirah,Michael David,2013
48805,92,25.0,California,Chardonnay,Ruby Hill Winery,2013
48806,92,25.0,New York,GewÃ¼rztraminer,Standing Stone,2014
48807,92,64.0,California,Pinot Noir,Testarossa,2013
48808,92,25.0,California,Petite Sirah,Klinker Brick,2013
48810,92,24.0,California,Chardonnay,Lusso Della Terra,2014
48811,92,49.0,California,Pinot Noir,MacPhail,2013
48813,92,32.0,California,Pinot Noir,Mignanelli,2013
48814,92,50.0,California,Chardonnay,Miner,2012
48816,92,42.0,Sicilia,Nero d'Avola,Morgante,2012
48819,92,32.0,California,Pinot Noir,Stolo,2013
48820,92,42.0,California,Syrah,Stolpman,2013
48821,86,18.0,Oregon,Pinot Noir,Eola Hills,2014
48824,86,23.0,Oregon,Pinot Noir,Fullerton,2014
48837,86,28.0,Oregon,Pinot Noir,SolÃ©na,2014
48844,86,40.0,Oregon,Malbec,Griffin Creek,2012
48847,86,35.0,Oregon,Pinot Noir,Airlie,2012
48848,91,20.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau la Tonnelle,2011
48849,91,25.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Landat,2011
48850,91,70.0,Piemonte,Nebbiolo,Curto Marco,2009
48851,91,60.0,Piemonte,Nebbiolo,Paolo Manzone,2009
48853,83,12.0,Aquitaine,RosÃ©,ChÃ¢teau Recougne,2014
48854,91,82.0,Piemonte,Nebbiolo,Prunotto,2009
48856,91,40.0,Washington,Cabernet Sauvignon,Januik,2010
48857,91,40.0,Piemonte,Nebbiolo,Monchiero,2009
48859,91,60.0,Piemonte,Nebbiolo,Albino Rocca,2010
48863,91,40.0,California,Zinfandel,Bella,2010
48864,91,36.0,Washington,Merlot,Fielding Hills,2010
48869,91,40.0,Washington,Cabernet Sauvignon,William Church,2010
48870,83,30.0,California,Petite Sirah,Concannon,2007
48871,91,25.0,Washington,Chardonnay,Woodinville Wine Cellars,2012
48873,91,54.0,California,Pinot Noir,Fulcrum,2011
48874,91,28.0,California,RosÃ©,Gary Farrell,2012
48877,91,95.0,California,Pinot Noir,Hanzell,2010
48882,90,25.0,California,Merlot,Robert Mondavi,2014
48883,90,50.0,Oregon,Pinot Noir,Roco,2015
48885,90,49.0,Piemonte,Nebbiolo,Sordo,2013
48886,90,38.0,California,Malbec,St. Francis,2014
48887,90,22.0,California,Chardonnay,Starmont,2014
48889,90,45.0,California,Pinot Noir,Tessier Winery,2015
48891,90,37.0,Oregon,Pinot Noir,Timothy Malone,2015
48893,90,60.0,California,Chardonnay,V. Sattui,2015
48894,90,32.0,California,Pinot Noir,Via Giusti,2016
48895,90,43.0,California,Cabernet Sauvignon,Vinum,2014
48896,90,22.0,California,Sauvignon Blanc,Wilderotter,2015
48897,90,75.0,California,Chardonnay,ZD,2015
48899,90,25.0,California,Petite Sirah,Andis,2013
48900,90,35.0,Oregon,Pinot Gris,Aubichon Cellars,2015
48901,90,15.0,California,Sauvignon Blanc,Benziger,2016
48902,90,32.0,Oregon,RosÃ©,Big Table Farm,2016
48903,90,19.0,California,Sauvignon Blanc,Bodkin,2016
48906,90,30.0,Oregon,Chardonnay,Bryn Mawr Vineyards,2015
48907,83,24.0,California,Chardonnay,Cru,2008
48910,90,51.0,Piemonte,Nebbiolo,Ceretto,2014
48911,83,10.0,Aquitaine,RosÃ©,ChÃ¢teau Taussin,2014
48914,83,23.0,California,Pinot Noir,Ghost Pines,2012
48921,83,12.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau Haut Bessac,2014
48925,83,30.0,California,Merlot,Rutherford Hill,2011
48927,83,26.0,California,Tempranillo,Winery by the Creek,2012
48930,83,14.0,Washington,White Blend,Kennedy Shah,2013
48933,83,13.0,Aquitaine,RosÃ©,Les Hauts de Lagarde,2014
48937,83,13.0,California,Chardonnay,Stephen Vincent,2012
48938,83,11.0,California,Merlot,Table No. 7,2011
48941,81,14.0,California,Chardonnay,Lockwood,2006
48947,81,15.0,California,Zinfandel,Greg Norman California Estates,2005
48949,80,29.0,California,Cabernet Sauvignon,Tin Barn,2003
48951,80,18.0,California,Dolcetto,Pietra Santa,2004
48956,97,95.0,Burgundy,Pinot Noir,Louis Jadot,2005
48957,97,55.0,Washington,Cabernet Sauvignon,Betz Family,2005
48958,96,85.0,Washington,Red Blend,Betz Family,2005
48963,95,80.0,California,Pinot Noir,Standish,2005
48964,95,55.0,California,Pinot Noir,Breggo,2006
48965,95,90.0,Burgundy,Pinot Noir,Louis Jadot,2005
48969,87,38.0,California,Merlot,Materra Cunat Family Vineyards,2009
48971,87,25.0,California,Zinfandel,J. Lohr,2010
48973,87,30.0,California,Zinfandel,La Folia Winery,2010
48976,87,32.0,California,Pinot Noir,Longoria,2011
48979,87,13.0,California,Chardonnay,Parducci,2011
48984,87,38.0,California,Syrah,Sequum,2009
48985,87,90.0,California,Cabernet Sauvignon,Signorello,2010
48988,87,75.0,California,Pinot Noir,Two Sisters,2010
48990,87,22.0,California,Sangiovese,Amador Cellars,2010
48991,87,29.0,Washington,Cabernet Sauvignon,Amavi,2010
48992,87,25.0,California,Viognier,Ampelos,2012
48995,87,15.0,California,Cabernet Sauvignon,Bridlewood,2011
48998,92,30.0,Alsace,Riesling,Domaine Charles Baur,2012
48999,92,65.0,California,Bordeaux-style Red Blend,Midnight,2009
49000,92,40.0,California,Red Blend,Ferguson Crest,2011
49001,92,40.0,California,RhÃ´ne-style Red Blend,Foxen,2012
49002,92,75.0,California,Syrah,Sanguis,2011
49003,92,80.0,California,Red Blend,Sextant,2011
49004,92,62.0,Washington,Syrah,Sparkman,2012
49005,92,35.0,California,Zinfandel,Summerwood,2011
49006,92,34.0,Piemonte,Nebbiolo,Adriano Marco & Vittorio,2011
49011,92,52.0,Washington,Merlot,Woodward Canyon,2011
49013,92,40.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau LabÃ©gorce Margaux,2010
49014,92,47.0,Alsace,Riesling,Domaine Ostertag,2012
49017,92,33.0,California,Cabernet Sauvignon,Cooper-Garrod,2009
49018,92,44.0,California,Chardonnay,Fort Ross,2012
49019,92,75.0,Piemonte,Nebbiolo,Rivetto,2008
49020,92,75.0,California,Cabernet Sauvignon,Sol Rouge,2010
49021,83,10.0,Oregon,Chardonnay,Oak Knoll,2008
49023,83,18.0,Oregon,Viognier,Agate Ridge,2008
49024,83,24.0,California,Chardonnay,Darcie Kent Vineyards,2008
49025,83,23.0,California,Chardonnay,Dillon,2008
49026,82,40.0,California,Petite Sirah,Galante,2008
49027,82,10.0,California,Cabernet Sauvignon,Glen Ellen,2008
49028,82,30.0,California,Chardonnay,Cru,2008
49029,82,30.0,California,Pinot Noir,Darcie Kent Vineyards,2007
49030,82,11.0,California,Cabernet Sauvignon,Robert Mondavi,2008
49031,82,27.0,Oregon,Petite Sirah,Agate Ridge,2007
49034,82,25.0,California,Petite Sirah,Mutt Lynch,2007
49035,82,14.0,California,Zinfandel,Mutt Lynch,2007
49036,82,10.0,California,Cabernet Sauvignon,Napa Family Vineyards,2007
49037,82,20.0,California,Sangiovese,Paoletti,2008
49038,82,11.0,California,Syrah,Robert Mondavi,2008
49039,82,18.0,California,RosÃ©,Longevity,2009
49041,82,24.0,Oregon,Pinot Noir,Agate Ridge,2007
49042,82,20.0,California,Chardonnay,Babcock,2008
49043,82,10.0,California,Red Blend,Big House,2008
49046,89,25.0,Oregon,Syrah,Plaisance Ranch,2013
49062,89,35.0,Alsace,Riesling,Domaine de la Tour Blanche,2012
49063,89,32.0,Alsace,Riesling,Domaine MoltÃ¨s,2014
49065,89,32.0,California,Chardonnay,Foxen,2014
49070,89,14.0,Oregon,Pinot Gris,A to Z,2014
49071,89,23.0,Oregon,Tempranillo,Abacela,2013
49079,87,17.0,California,Cabernet Sauvignon,J. Lohr,2014
49083,87,22.0,New York,Chardonnay,Jamesport,2014
49086,87,19.0,Tuscany,Red Blend,Serpaia di Endrizzi,2014
49089,87,17.0,Tuscany,Red Blend,Fattoria Le Pupille,2014
49090,87,33.0,New York,Riesling,Barnstormer,2014
49092,87,25.0,Tuscany,Red Blend,Caiarossa,2012
49093,87,15.0,Tuscany,Chardonnay,Castello d'Albola,2015
49097,87,18.0,California,Cabernet Sauvignon,Pull,2012
49099,87,16.0,Tuscany,Red Blend,Rocca delle MacÃ¬e,2015
49100,87,25.0,Tuscany,Red Blend,Ruffino,2013
49101,87,15.0,Washington,Red Blend,Ryan Patrick,2015
49104,87,24.0,Tuscany,Red Blend,Tenuta San Vito,2011
49105,87,14.0,New York,Chardonnay,Treleaven,2013
49107,87,62.0,Washington,Cabernet Sauvignon,Chateau Rollat,2010
49109,87,24.0,California,Chardonnay,Gibbs,2012
49110,87,28.0,California,Sauvignon Blanc,Grassini,2013
49112,87,38.0,Piemonte,Nebbiolo,Paolo Manzone,2012
49117,87,16.0,Piemonte,Nebbiolo,SocrÃ©,2012
49120,87,17.0,California,Cabernet Sauvignon,Michael Pozzan,2011
49121,87,15.0,Aquitaine,Bordeaux-style Red Blend,Cap Royal,2011
49122,87,21.0,California,Syrah,Cedar View Winery,2011
49124,87,40.0,Alsace,GewÃ¼rztraminer,Biecher & Schaal,2013
49125,87,15.0,California,Sauvignon Blanc,Castoro Cellars,2013
49126,87,22.0,Alsace,Pinot Gris,Cave de Kientzheim-Kaysersberg,2012
49130,87,12.0,Washington,Pinot Gris,Waterbrook,2013
49132,87,15.0,Alsace,Pinot Blanc,Wolfberger,2013
49133,87,22.0,California,Chardonnay,Materra Cunat Family Vineyards,2012
49134,87,40.0,Washington,Cabernet Sauvignon,North by Northwest,2011
49139,87,20.0,California,Pinot Gris,Horse & Plow,2012
49146,87,54.0,California,Pinot Noir,Talley,2011
49148,87,17.0,California,Pinot Noir,The Archivist,2012
49149,87,70.0,California,Cabernet Sauvignon,Trinchero,2010
49154,87,35.0,California,Chardonnay,Les Belles Collines,2012
49157,87,25.0,California,Zinfandel,Ballentine,2011
49159,87,25.0,Tuscany,Red Blend,Castello di Poppiano,2011
49168,87,28.0,California,Chardonnay,Darms Lane,2010
49169,87,15.0,Oregon,Pinot Noir,Kudos,2010
49174,86,42.0,California,Chardonnay,Lobo,2010
49176,86,34.0,California,Zinfandel,Occidental Road Cellars,2007
49181,86,25.0,Oregon,Pinot Noir,Alchemist,2009
49184,86,25.0,California,Pinot Noir,Buena Vista,2009
49187,84,15.0,Alsace,Riesling,Domaine Specht,2008
49188,84,9.0,California,Cabernet Sauvignon,Fetzer,2008
49189,84,13.0,New York,Riesling,Four Degrees of Riesling,2009
49191,84,20.0,California,Chardonnay,Magistrate,2008
49192,84,25.0,California,Zinfandel,Mutt Lynch,2007
49193,84,8.0,California,Pinot Grigio,Oak Grove,2009
49194,84,40.0,California,Red Blend,St. Francis,2007
49195,84,24.0,California,Petite Sirah,J. Rickards,2007
49197,84,13.0,New York,Riesling,Four Degrees of Riesling,2009
49198,84,15.0,California,Merlot,Jekel,2007
49199,84,20.0,New York,Riesling,Lamoreaux Landing,2009
49200,84,14.0,New York,Riesling,Standing Stone,2009
49201,84,30.0,California,Zinfandel,Stuart Cellars,2006
49202,84,21.0,California,Pinot Grigio,Swanson,2008
49203,84,24.0,Oregon,Pinot Noir,Torii Mor,2008
49205,84,28.0,California,Riesling,Prager,2007
49206,84,8.0,California,Pinot Noir,Redtree,2009
49208,84,18.0,California,Meritage,Arrow Creek,2008
49209,84,30.0,California,Cabernet Franc,Carr,2007
49210,86,13.0,New York,Riesling,Sheldrake Point,2002
49214,86,18.0,California,Meritage,Hahn,2001
49215,86,18.0,California,Chardonnay,Handley,2001
49216,86,10.0,California,Riesling,Jekel,2001
49221,86,16.0,California,Merlot,Kendall-Jackson,2000
49222,86,20.0,Alsace,Riesling,Kuentz-Bas,2000
49223,86,10.0,New York,Riesling,Lucas Vineyards,2002
49226,86,35.0,California,Cabernet Sauvignon,Imagery,1999
49227,86,10.0,California,Merlot,Ravenswood,2000
49236,86,12.0,California,Merlot,Hahn,2001
49242,92,60.0,Washington,Cabernet Sauvignon,Pepper Bridge,2010
49244,92,60.0,California,Cabernet Sauvignon,Sodaro,2010
49245,83,10.0,California,Red Blend,St. Francis,2007
49251,92,50.0,California,Pinot Noir,Loring Wine Company,2012
49252,92,49.0,California,Pinot Noir,MacPhail,2011
49253,92,52.0,California,Pinot Noir,Marimar Estate,2010
49255,92,45.0,California,Petite Sirah,Sean Thackrey,2010
49260,92,38.0,Washington,Red Blend,Elsom Cellars,2009
49261,92,70.0,California,Chardonnay,Flora Springs,2012
49263,92,54.0,California,Pinot Noir,Fulcrum,2011
49264,87,16.0,California,Sangiovese,Acorn,2000
49265,87,24.0,California,Pinot Noir,Frei Brothers,2001
49266,87,11.0,California,Sauvignon Blanc,Lockwood,2000
49269,87,10.0,Veneto,White Blend,Maculan,2002
49273,87,33.0,California,Pinot Noir,Benziger,2000
49278,87,20.0,Tuscany,Sangiovese,Valiano,1999
49279,87,15.0,Tuscany,Sangiovese,Valiano,2001
49303,84,27.0,California,Pinot Noir,Testarossa,2012
49304,84,12.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Haut-Gelineau,2011
49305,84,16.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau Lamothe de Haux,2013
49309,84,11.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Haut-Gelineau,2010
49310,84,13.0,Aquitaine,Bordeaux-style White Blend,SchrÃ¶der & SchÃ¿ler,2013
49312,84,42.0,California,Cabernet Sauvignon,City Winery of New York,2011
49319,92,37.0,California,Pinot Noir,Fort Ross,2008
49320,92,56.0,California,Pinot Noir,Foxen,2009
49321,92,56.0,California,Pinot Noir,Foxen,2009
49322,92,57.0,Tuscany,Red Blend,Volpaia,2006
49324,92,36.0,California,Sauvignon Blanc,Alpha Omega,2010
49325,92,30.0,California,Chardonnay,Bjornstad,2008
49326,92,55.0,Tuscany,Cabernet Sauvignon,Castellare di Castellina,2006
49327,92,69.0,Tuscany,Red Blend,Castello Banfi,2006
49328,92,50.0,California,Viognier,Chalk Hill,2009
49329,92,60.0,California,Cabernet Sauvignon,Laurel Glen,2006
49332,92,36.0,California,Zinfandel,Ottimino Vineyards,2007
49334,92,25.0,Tuscany,Red Blend,Piccini,2006
49337,92,36.0,California,Zinfandel,V. Sattui,2008
49339,92,45.0,California,Bordeaux-style Red Blend,Wallis Family Estate,2008
49342,92,60.0,California,Pinot Noir,Arista,2009
49345,92,54.0,Tuscany,Red Blend,Castello Romitorio,2006
49346,92,29.0,California,Chardonnay,Chanin,2008
49348,90,32.0,California,Petite Sirah,Quivira,2012
49349,90,22.0,New York,Cabernet Franc,Raphael,2014
49351,90,20.0,California,Vermentino,Rosa d'Oro,2013
49352,90,55.0,Washington,Cabernet Sauvignon,Script,2012
49355,90,39.0,California,Pinot Noir,Tessier Winery,2014
49361,90,60.0,California,Malbec,Louis M. Martini,2013
49362,90,24.0,New York,Sauvignon Blanc,Macari,2014
49364,90,19.0,California,White Blend,Markus Wine Co,2014
49366,90,60.0,California,Merlot,Matanzas Creek,2012
49367,90,13.0,California,Chardonnay,Parducci,2014
49368,90,45.0,Washington,Cabernet Sauvignon,Patterson,2013
49369,90,19.0,California,Zinfandel,Pear Valley,2013
49370,90,38.0,California,Pinot Noir,Rally Point Wines,2013
49371,90,80.0,California,Red Blend,Round Pond,2013
49373,90,55.0,Washington,Cabernet Sauvignon,Script,2012
49374,90,45.0,Washington,Cabernet Sauvignon,Seven Hills,2013
49377,94,75.0,Tuscany,Sangiovese Grosso,Collosorbo,2006
49381,94,50.0,Tuscany,Sangiovese Grosso,Poggiarellino,2007
49382,94,79.0,Tuscany,Sangiovese Grosso,Poggio Antico,2007
49386,94,49.0,Tuscany,Sangiovese Grosso,La Fortuna,2007
49388,94,55.0,California,Pinot Noir,Armanino Family Cellars,2010
49389,94,35.0,California,Red Blend,Bennett Lane,2008
49390,94,60.0,California,Pinot Noir,Chronicle,2009
49391,94,60.0,Tuscany,Sangiovese Grosso,Citille di Sopra,2007
49392,93,42.0,California,Syrah,Blair Fox,2009
49393,93,60.0,Tuscany,Sangiovese Grosso,Capanne Ricci,2006
49394,93,80.0,Tuscany,Sangiovese Grosso,Castiglion del Bosco,2007
49395,87,39.0,Washington,Syrah,Three Rivers,2014
49397,93,53.0,Washington,Cabernet Sauvignon,Dusted Valley,2008
49398,93,70.0,Tuscany,Sangiovese Grosso,Fanti,2007
49399,93,60.0,Tuscany,Sangiovese Grosso,Fattoi,2007
49400,93,90.0,Tuscany,Sangiovese Grosso,Fattoria dei Barbi,2007
49401,93,62.0,Tuscany,Sangiovese Grosso,La Poderina,2007
49402,93,72.0,Tuscany,Sangiovese Grosso,Le Potazzine,2007
49405,89,50.0,California,Bordeaux-style Red Blend,J. Lohr,2010
49407,89,55.0,Oregon,Pinot Noir,King Estate,2011
49408,89,11.0,California,Petite Sirah,McManis,2013
49411,89,34.0,California,Cabernet Sauvignon,Pomar Junction,2012
49412,89,28.0,Veneto,Garganega,La Cappuccina,2010
49413,89,45.0,Veneto,Red Blend,Delibori,2010
49415,89,20.0,California,RhÃ´ne-style Red Blend,Robert Hall,2013
49416,89,40.0,Oregon,Pinot Noir,Roots,2012
49417,89,24.0,California,Riesling,Standing Sun,2012
49428,83,11.0,California,Zinfandel,Grayson,2010
49431,83,28.0,California,Sangiovese,Benessere,2008
49433,83,11.0,Washington,Syrah,Castle Rock,2009
49440,83,20.0,California,Cabernet Sauvignon,Manifesto!,2009
49442,82,25.0,California,Grenache,Curtis,2009
49444,82,11.0,Washington,Pinot Noir,Castle Rock,2010
49446,82,40.0,California,Pinot Noir,TondrÃ©,2009
49448,82,18.0,California,Sauvignon Blanc,Hill Wine Company,2010
49451,82,15.0,California,Cabernet Sauvignon,LangeTwins,2009
49459,88,22.0,Alsace,GewÃ¼rztraminer,Cave du Roi Dagobert,2016
49461,88,16.0,Aquitaine,RosÃ©,ChÃ¢teau Bonnet,2016
49464,88,15.0,Aquitaine,RosÃ©,ChÃ¢teau Les Hauts de Palette,2016
49465,88,13.0,Aquitaine,RosÃ©,ChÃ¢teau Magondeau,2016
49466,88,18.0,Aquitaine,RosÃ©,ChÃ¢teau Reynon,2016
49467,88,10.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau Terres Douces,2016
49474,88,19.0,California,Chardonnay,Deaver,2016
49479,88,15.0,Alsace,Pinot Gris,Joseph Fritsch,2016
49480,88,28.0,Washington,Petit Verdot,Liberty Lake,2012
49487,88,80.0,California,Red Blend,Paraduxx,2013
49488,92,28.0,California,Zinfandel,Dry Creek Vineyard,2008
49489,92,50.0,California,Syrah,Andrew Murray,2008
49490,92,43.0,Washington,Cabernet Sauvignon,Barrister,2008
49491,92,60.0,Sicilia,Red Blend,Zisola,2008
49493,92,25.0,Washington,Chardonnay,Chateau Ste. Michelle,2009
49494,92,27.0,California,Syrah,Jaffurs,2010
49495,91,40.0,Sicilia,Red Blend,Cusumano,2007
49497,91,20.0,Washington,Chardonnay,L'Ecole No. 41,2010
49498,91,40.0,Sicilia,Nero d'Avola,Morgante,2006
49502,91,28.0,Washington,Syrah,Amavi,2009
49503,91,38.0,Sicilia,Syrah,Baglio del Cristo di Campobello,2009
49505,91,28.0,Washington,Merlot,Chateau Ste. Michelle,2008
49506,91,17.0,Washington,Pinot Gris,Convergence Zone,2011
49507,91,35.0,California,Syrah,Epiphany,2009
49509,91,50.0,Sicilia,Cabernet Sauvignon,Tasca d'Almerita,2008
49510,91,50.0,California,Malbec,Thomas Fogarty,2007
49511,91,19.0,Washington,Merlot,Three Rivers,2009
49512,91,85.0,California,Cabernet Sauvignon,Vermeil,2008
49515,91,100.0,Burgundy,Chardonnay,Chartron et TrÃ©buchet,2009
49517,91,30.0,Sicilia,Red Blend,COS,2008
49521,92,60.0,Washington,Syrah,Gramercy,2014
49522,92,60.0,Oregon,Pinot Noir,J. Christopher,2014
49523,92,90.0,California,Cabernet Sauvignon,Y Rousseau,2013
