points,price,province,variety,winery,Year
91,28.0,California,Barbera,Andis,2011
91,50.0,Oregon,Pinot Noir,J. Christopher,2010
91,50.0,Oregon,Pinot Noir,J. Christopher,2010
91,22.0,California,Zinfandel,Cedarville Vineyard,2010
91,80.0,Washington,Red Blend,Den Hoed,2008
91,40.0,Washington,Rhône-style Red Blend,Kiona,2008
91,55.0,Oregon,Pinot Noir,King Estate,2010
91,38.0,California,Pinot Noir,Balletto,2011
91,28.0,California,Chardonnay,Breggo,2011
91,55.0,Aquitaine,Bordeaux-style Red Blend,Château Laroque,2005
91,35.0,Washington,Cabernet Sauvignon,Dusted Valley,2010
91,53.0,Washington,Syrah,Dusted Valley,2010
90,75.0,Oregon,Pinot Noir,King Estate,2009
90,28.0,California,Dolcetto,La Folia Winery,2011
90,40.0,California,Chardonnay,Lucia,2011
90,50.0,California,Pinot Noir,Lucia,2011
90,25.0,California,Rosé,Lynmar,2012
90,53.0,California,Merlot,Nickel & Nickel,2010
90,38.0,Washington,Cabernet Sauvignon,Nodland,2008
90,90.0,California,Cabernet Sauvignon,The Farm Winery,2009
90,48.0,California,Cabernet Sauvignon,Venteux,2010
90,15.0,California,Sauvignon Blanc,Wente,2011
90,30.0,California,Viognier,Calera,2011
88,25.0,California,Chardonnay,Francis Ford Coppola,2008
88,90.0,Tuscany,Sangiovese Grosso,Il Marroneto,2005
88,13.0,California,Chardonnay,Jekel,2008
88,20.0,New York,Riesling,Lamoreaux Landing,2009
88,20.0,New York,Riesling,Lamoreaux Landing,2009
88,65.0,Tuscany,Sangiovese Grosso,Le Potazzine,2005
88,24.0,California,Sauvignon Blanc,Trinchero,2009
88,20.0,Oregon,Red Blend,Zerba Cellars,2007
88,18.0,Oregon,Riesling,Penner-Ash,2008
88,14.0,California,Zinfandel,Perry Creek,2007
88,70.0,California,Cabernet Sauvignon,Rutherford Ranch,2005
88,25.0,Tuscany,Sangiovese Grosso,Tenute Silvio Nardi,2008
88,23.0,California,Pinot Gris,Babcock,2009
88,25.0,Oregon,Syrah,Cliff Creek,2005
88,40.0,Tuscany,Sangiovese Grosso,Fattoria Scopone,2005
88,45.0,California,Pinot Noir,Beauregard,2007
88,18.0,Oregon,Pinot Gris,Boedecker Cellars,2008
93,54.0,Aquitaine,Bordeaux-style Red Blend,Château Rauzan-Ségla,2013
93,48.0,California,Syrah,Stolpman,2013
93,64.0,California,Pinot Noir,Testarossa,2013
93,85.0,California,Cabernet Sauvignon,Piña,2012
93,70.0,California,Pinot Noir,Lynmar,2013
93,70.0,California,Pinot Noir,Lynmar,2013
93,48.0,California,Pinot Noir,Talisman,2012
93,30.0,New York,Riesling,Boundary Breaks,2013
93,57.0,Washington,Syrah,Betz Family,2013
81,16.0,California,Pinot Grigio,Barra of Mendocino,2009
97,70.0,California,Cabernet Sauvignon,Krutz,2006
90,35.0,California,Pinot Noir,Landmark,2012
90,81.0,California,Pinot Noir,Testarossa,2012
90,54.0,California,Pinot Noir,Saintsbury,2012
90,25.0,California,Pinot Noir,San Simeon,2012
90,25.0,Oregon,Pinot Blanc,Adelsheim,2013
90,42.0,California,Pinot Noir,Anglim,2010
90,78.0,Veneto,Red Blend,Begali,2009
90,36.0,California,Pinot Noir,Cobden Wini,2012
90,60.0,California,Pinot Noir,Della,2012
91,45.0,California,Pinot Noir,De Loach,2009
91,67.0,Sicilia,Red Blend,Duca di Salaparuta,2005
91,60.0,Washington,Bordeaux-style Red Blend,Pepper Bridge,2008
91,28.0,Washington,Chardonnay,Sinclair Estate Vineyards,2010
91,32.0,Washington,Cabernet Sauvignon,Tamarack Cellars,2008
91,35.0,Sicilia,Red Blend,Feudo Disisa,2008
91,40.0,Sicilia,Nero d'Avola,Feudo Montoni,2007
91,40.0,Sicilia,Nero d'Avola,Firriato,2009
91,22.0,California,Pinot Noir,Gloria Ferrer,2008
91,52.0,Sicilia,Red Blend,Valle dell'Acate,2006
91,34.0,California,Pinot Noir,Balletto,2009
91,38.0,Washington,Cabernet Sauvignon,Chateau Ste. Michelle,2008
91,40.0,Sicilia,Nero d'Avola,Feudo Montoni,2008
91,70.0,Sicilia,Red Blend,Tasca d'Almerita,2007
91,26.0,Washington,Grenache,Trio Vintners,2009
91,43.0,Sicilia,Chardonnay,Planeta,2009
91,40.0,Burgundy,Chardonnay,Olivier Leflaive,2009
97,100.0,California,Cabernet Sauvignon,Kathryn Kennedy,2012
96,38.0,Oregon,Riesling,Trisaetum,2015
95,62.0,California,Pinot Noir,Calera,2013
95,38.0,Oregon,Riesling,Trisaetum,2015
95,62.0,California,Pinot Noir,Mount Eden Vineyards,2013
95,95.0,California,Pinot Noir,Calera,2013
95,60.0,California,Cabernet Sauvignon,Gainey,2012
95,60.0,Piemonte,Nebbiolo,Travaglini,2010
95,70.0,California,Cabernet Sauvignon,Mount Eden Vineyards,2012
88,61.0,California,Pinot Noir,Testarossa,2012
88,15.0,Aquitaine,Bordeaux-style Red Blend,Château Peugeais,2012
88,10.0,California,Sauvignon Blanc,Clos du Lac,2013
88,26.0,California,Petite Sirah,Miro,2012
88,35.0,Piemonte,Nebbiolo,Reverdito,2010
88,30.0,Oregon,Pinot Noir,Roco,2012
88,72.0,California,Pinot Noir,Saintsbury,2011
88,42.0,Oregon,Pinot Noir,Siduri,2012
95,94.0,Piemonte,Nebbiolo,Massolino,2006
95,48.0,California,Pinot Noir,Gainey,2008
95,60.0,California,Pinot Noir,Etude,2007
95,82.0,Washington,Cabernet Sauvignon,Doubleback,2007
95,67.0,Champagne-Ardenne,Champagne Blend,Louis Roederer,2004
85,30.0,California,Chardonnay,Foley,2010
85,20.0,Oregon,Pinot Blanc,Torii Mor,2011
85,15.0,Aquitaine,Bordeaux-style Red Blend,Château Fonfroide,2010
85,15.0,Aquitaine,Bordeaux-style White Blend,Château Fonfroide,2011
85,15.0,Washington,Syrah,Cottonwood Winery of Oregon,2007
85,16.0,Aquitaine,Bordeaux-style Red Blend,Domaine de Courteillac,2010
85,10.0,California,Zinfandel,Kirkland Signature,2010
85,8.0,California,Pinot Grigio,Woodbridge by Robert Mondavi,2012
85,36.0,California,Sangiovese,Muscardini,2010
85,42.0,California,Zinfandel,Muscardini,2010
85,15.0,California,Chardonnay,Camp,2012
86,15.0,California,Cabernet Sauvignon,Josh Cellars,2014
86,26.0,Oregon,Pinot Gris,Hawks View,2015
86,10.0,California,Moscato,One Leaf,2013
86,43.0,Piemonte,Nebbiolo,Boasso,2012
86,25.0,Burgundy,Pinot Noir,Château de Santenay,2014
87,32.0,California,Meritage,Dunning Vineyards,2009
87,28.0,California,Sauvignon Blanc,Foxen,2011
86,15.0,Piemonte,Moscato,Ricossa,2011
86,28.0,California,Pinot Noir,Rossi Wallace,2011
86,22.0,California,Barbera,Bella Piazza,2009
86,55.0,California,Pinot Noir,Bernardus,2010
86,28.0,California,Chardonnay,Domaine Eden,2009
86,25.0,California,Pinot Noir,Goyette,2010
86,26.0,California,Chardonnay,Lawer,2015
86,10.0,California,Chardonnay,Leaping Horse,2015
86,24.0,California,Viognier,Cass,2015
86,15.0,New York,Chardonnay,Heron Hill,2015
86,10.0,California,Cabernet Sauvignon,Belle Ambiance,2015
86,29.0,Washington,Tempranillo,Camaraderie,2013
86,14.0,California,Sauvignon Blanc,Firestone,2015
86,35.0,Washington,Rosé,Obelisco Estate,2015
87,42.0,California,Cabernet Sauvignon,Foxen,2010
87,35.0,California,Pinot Noir,Frank Family,2011
87,28.0,California,Red Blend,Trinitas,2010
87,45.0,California,Cabernet Sauvignon,Barlow,2009
87,12.0,Veneto,Glera,Bianca Vigna,2012
87,22.0,Veneto,Glera,Borgoluce,2012
87,12.0,Veneto,Garganega,Cantina di Monteforte,2011
87,36.0,Oregon,Pinot Noir,Coeur de Terre,2010
87,19.0,Oregon,Rosé,Coeur de Terre,2012
87,28.0,California,Syrah,Curtis,2010
87,23.0,California,Pinot Noir,Husch,2010
87,24.0,California,Cabernet Sauvignon,Jigar,2010
87,28.0,Veneto,Garganega,La Cappuccina,2008
87,18.0,Veneto,Garganega,Latium di Morini,2011
89,9.0,Washington,Riesling,Chateau Ste. Michelle,2015
89,42.0,Washington,Syrah,Damsel,2014
89,70.0,Burgundy,Pinot Noir,Domaine Chevillon-Chezeaux,2014
89,20.0,Burgundy,Chardonnay,Domaine de la Denante,2015
89,40.0,California,Cabernet Sauvignon,Firestone,2013
89,45.0,California,Cabernet Sauvignon,Left Bend,2013
89,35.0,Burgundy,Pinot Noir,Maison Stéphane Brocard,2014
89,35.0,California,Pinot Noir,Pulchella,2014
89,20.0,New York,Cabernet Franc,Red Newt Cellars,2014
89,15.0,Washington,Red Blend,North by Northwest,2014
89,15.0,California,Pinot Noir,Parducci,2014
89,18.0,California,Moscato,Putah Creek,2013
89,32.0,California,Chardonnay,Shannon,2014
89,40.0,Washington,Bordeaux-style Red Blend,Soos Creek,2013
89,30.0,Washington,Cabernet Sauvignon,Soos Creek,2013
89,62.0,Washington,Cabernet Sauvignon,Sparkman,2013
89,42.0,Washington,Cabernet Sauvignon,Swiftwater Cellars,2013
89,49.0,Veneto,Red Blend,Santi,2011
89,32.0,New York,Syrah,Harbes Family Vineyard,2014
89,40.0,New York,Cabernet Franc,Kontokosta,2013
89,26.0,California,Chardonnay,Longevity,2014
88,20.0,California,Chardonnay,Saintsbury,2001
88,55.0,California,Pinot Noir,Coyote Canyon,1999
88,16.0,California,Chardonnay,Handley,2001
88,22.0,California,Chardonnay,Kendall-Jackson,1999
88,47.0,California,Merlot,Beaucanon,1999
88,35.0,New York,Riesling,Bedell,2001
88,17.0,California,Bordeaux-style Red Blend,Cinnabar,2000
88,28.0,Oregon,Cabernet Franc,Griffin Creek,2000
88,10.0,Oregon,Pinot Gris,Montinore,2001
88,28.0,California,Merlot,Lolonis,1999
88,18.0,Oregon,Merlot,Abacela,2000
88,25.0,California,Merlot,Clos du Val,2000
88,13.0,New York,Riesling,Red Newt Cellars,2002
88,45.0,California,Cabernet Sauvignon,Salvestrin,1999
88,100.0,California,Cabernet Sauvignon,Kendall-Jackson,1999
87,50.0,California,Cabernet Sauvignon,De Loach,1998
89,25.0,Tuscany,Sangiovese,Fattoria Torre a Cona,2013
89,18.0,Tuscany,Red Blend,Il Palagio,2015
89,40.0,Oregon,Chardonnay,Willamette Valley Vineyards,2014
89,28.0,Oregon,Chardonnay,Apolloni,2015
89,25.0,Oregon,Pinot Gris,Arbor Brook,2014
89,20.0,Tuscany,Red Blend,Artimino,2012
89,34.0,Tuscany,Red Blend,Banfi,2014
89,17.0,Alsace,Pinot Blanc,Joseph Cattin,2015
89,20.0,Alsace,Pinot Noir,Kuentz-Bas,2015
89,54.0,Tuscany,Sangiovese,La Rasina,2012
89,52.0,Oregon,Pinot Noir,Love & Squalor,2014
89,42.0,Tuscany,Sangiovese,Lunadoro,2013
89,32.0,Tuscany,Red Blend,PoderNuovo a Palazzone,2012
89,42.0,Tuscany,Sangiovese,Quercia al Poggio,2010
89,60.0,Oregon,Pinot Noir,Carabella,2014
91,19.0,Piemonte,Nebbiolo,Cantina del Nebbiolo,2012
91,35.0,California,Pinot Noir,Carpe Diem,2013
91,65.0,Oregon,Pinot Noir,Harper Voit,2013
91,20.0,Oregon,Pinot Blanc,Harper Voit,2014
91,35.0,California,Pinot Noir,Kastania,2012
91,40.0,Oregon,Chardonnay,Lange,2014
91,52.0,Oregon,Pinot Noir,Wy'East Vineyards,2013
91,82.0,Burgundy,Chardonnay,Louis Jadot,2013
91,35.0,California,Syrah,MacLaren,2012
91,58.0,California,Pinot Noir,Morgan,2013
91,89.0,California,Cabernet Sauvignon,Provenance Vineyards,2012
91,55.0,Oregon,Grenache,Rasa,2013
91,45.0,California,Pinot Noir,Sante Arcangeli,2013
91,30.0,Burgundy,Chardonnay,Jean-Paul Paquet,2013
89,30.0,Tuscany,Sangiovese,Castelli del Grevepesa,2010
89,50.0,Tuscany,Red Blend,Fattoria Le Pupille,2011
89,30.0,Tuscany,Red Blend,Fattoria Le Pupille,2011
89,18.0,Washington,Cabernet Sauvignon,DaMa,2012
89,42.0,California,Meritage,DeLorimier,2011
89,45.0,Burgundy,Chardonnay,Domaine Ellevin,2013
89,48.0,California,Pinot Noir,En Garde,2012
89,24.0,Tuscany,Cabernet Sauvignon,Fattoria San Felo,2010
89,45.0,Washington,Syrah,Flying Dreams,2012
89,32.0,Tuscany,Red Blend,Gracciano della Seta,2010
89,58.0,California,Pinot Noir,Alma Fria,2012
89,22.0,Washington,Red Blend,Brian Carter Cellars,2012
89,22.0,New York,Chardonnay,Brooklyn Winery,2013
89,20.0,Washington,Cabernet Sauvignon,Canoe Ridge,2012
91,42.0,California,Pinot Noir,WesMar,2014
91,20.0,California,Rosé,Zaca Mesa,2016
91,60.0,California,Pinot Noir,Alma Rosa,2015
91,30.0,California,Chardonnay,Alma Rosa,2015
91,50.0,Washington,Syrah,Ardor,2015
91,50.0,Washington,Syrah,Ardor,2015
91,45.0,California,Chardonnay,Boheme,2014
91,28.0,California,Pinot Noir,Calera,2015
91,36.0,Aquitaine,Bordeaux-style Red Blend,Château Kirwan,2014
91,35.0,California,Nebbiolo,Clendenen,2011
91,12.0,Washington,Syrah,Columbia Crest,2015
91,65.0,Washington,Cabernet Sauvignon,Double Canyon,2014
91,95.0,Washington,Bordeaux-style Red Blend,Force Majeure,2014
91,95.0,Washington,Cabernet Sauvignon,Force Majeure,2014
91,37.0,Piemonte,Nebbiolo,Giribaldi,2013
91,40.0,Washington,Cabernet Sauvignon,L'Ecole No. 41,2014
91,40.0,California,Chardonnay,Long Meadow Ranch,2015
91,65.0,California,Pinot Noir,Marimar Estate,2014
91,55.0,Washington,Cabernet Sauvignon,Northstar,2014
91,50.0,Washington,Bordeaux-style Red Blend,Northstar,2014
91,65.0,Washington,Bordeaux-style Red Blend,Pirouette,2014
88,32.0,California,Sauvignon Blanc,Maisonry,2012
88,42.0,California,Merlot,Materra Cunat Family Vineyards,2010
88,15.0,Washington,Syrah,Script & Seal,2010
88,15.0,California,Chardonnay,Shannon Ridge,2012
88,17.0,California,Viognier,Tangent,2012
88,12.0,Washington,Chardonnay,Columbia Crest,2011
88,25.0,California,Petite Sirah,Guenoc,2008
88,50.0,California,Sparkling Blend,Iron Horse,2008
88,40.0,California,Zinfandel,Armida,2011
88,18.0,California,Red Blend,Ca' Momi,2011
88,20.0,Washington,Chardonnay,Cascade Ridge,2012
88,52.0,California,Meritage,Hawley,2010
88,38.0,California,Pinot Noir,Hawley,2011
88,11.0,Washington,Chardonnay,Chateau Ste. Michelle,2012
88,20.0,Washington,Chardonnay,Columbia Crest,2012
88,14.0,Oregon,Riesling,Willamette Valley Vineyards,2015
88,19.0,California,Sauvignon Blanc,Wrath,2015
88,30.0,California,Barbera,Kunde,2013
88,19.0,California,Merlot,One Hope,2013
88,25.0,California,Cabernet Franc,Steiner Family Vineyards,2012
88,26.0,California,Merlot,Longevity,2012
88,15.0,California,Chardonnay,Malibu Rocky Oaks,2013
88,100.0,Piemonte,Nebbiolo,Mauro Sebaste,2010
88,12.0,California,Barbera,McManis,2015
88,30.0,California,Merlot,Merriam,2012
88,29.0,California,Zinfandel,Opolo,2014
88,29.0,California,Sangiovese,Rivino,2013
86,22.0,California,Pinot Noir,Blair,2014
86,25.0,California,Cabernet Sauvignon,Circadia,2012
86,20.0,California,Cabernet Sauvignon,EOS,2013
86,40.0,California,Pinot Noir,Frostwatch,2012
86,20.0,New York,White Blend,Wagner,2013
86,10.0,California,Chardonnay,Montevina,2013
86,19.0,Veneto,Garganega,Nardello,2012
86,20.0,California,Rhône-style Red Blend,Billhook,2013
86,50.0,California,Cabernet Sauvignon,Clos LaChance,2012
86,15.0,California,Zinfandel,Cosentino,2013
86,20.0,Alsace,Gewürztraminer,Joseph Fritsch,2014
86,50.0,California,Cabernet Sauvignon,Kuleto Estate,2012
86,42.0,California,Cabernet Franc,Kunde,2012
86,24.0,Veneto,Garganega,La Cappuccina,2013
92,49.0,Piemonte,Nebbiolo,Broccardo,2011
92,65.0,Piemonte,Nebbiolo,Giacomo Grimaldi,2011
92,40.0,Burgundy,Chardonnay,Domaine Chenevières,2014
92,65.0,Piemonte,Nebbiolo,Bersano,2011
92,65.0,Piemonte,Nebbiolo,Sordo,2011
92,40.0,Oregon,Pinot Noir,Ponzi,2013
92,58.0,California,Cabernet Sauvignon,Lobo,2012
92,75.0,California,Pinot Noir,Wedell Cellars,2011
92,60.0,Oregon,Pinot Noir,Winderlea,2013
92,66.0,Piemonte,Nebbiolo,Negro Angelo e Figli,2012
92,55.0,California,Pinot Noir,Bernardus,2013
92,64.0,Piemonte,Nebbiolo,Cascina Bongiovanni,2011
92,40.0,California,Syrah,Rusack,2013
92,42.0,Oregon,Pinot Noir,Sineann,2014
91,40.0,Washington,Cabernet Sauvignon,Cadaretta,2007
91,55.0,Piemonte,Nebbiolo,Cascina Luisin,2006
91,60.0,Champagne-Ardenne,Champagne Blend,Charles Ellner,1999
91,35.0,Washington,Red Blend,Rôtie Cellars,2008
91,30.0,Washington,Chardonnay,Tranche,2007
91,50.0,Piemonte,Nebbiolo,Mauro Veglio,2006
98,70.0,Washington,Syrah,Cayuse,2008
97,70.0,Washington,Syrah,Cayuse,2008
96,65.0,California,Cabernet Sauvignon,Sequoia Grove,2007
96,70.0,Washington,Syrah,Cayuse,2008
96,70.0,Washington,Cabernet Sauvignon,Cayuse,2008
96,100.0,California,Sparkling Blend,Schramsberg,2004
95,65.0,Washington,Bordeaux-style Red Blend,Januik,2008
95,90.0,Oregon,Pinot Noir,Adelsheim,2009
95,70.0,Champagne-Ardenne,Champagne Blend,Louis Roederer,2005
95,90.0,California,Cabernet Franc,Merryvale,2008
95,75.0,California,Cabernet Sauvignon,Moone-Tsai,2008
95,60.0,Washington,Cabernet Sauvignon,L'Ecole No. 41,2008
94,75.0,Washington,Tempranillo,Cayuse,2008
94,70.0,California,Cabernet Sauvignon,Von Strasser,2008
87,35.0,California,Pinot Noir,J Vineyards & Winery,2008
87,15.0,New York,Riesling,Keuka Lake Vineyards,2007
87,18.0,New York,Riesling,Keuka Lake Vineyards,2008
87,25.0,Veneto,"Corvina, Rondinella, Molinara",Latium di Morini,2006
87,20.0,California,Cabernet Sauvignon,Le Vigne,2006
87,19.0,New York,Gewürztraminer,Standing Stone,2008
87,72.0,California,Pinot Noir,Williams Selyem,2008
87,25.0,California,Merlot,Longboard,2008
87,22.0,Alsace,Gewürztraminer,Lucien Albrecht,2009
87,27.0,Veneto,"Corvina, Rondinella, Molinara",Sartori,2004
87,30.0,Veneto,"Corvina, Rondinella, Molinara",Monteci,2005
87,55.0,Veneto,"Corvina, Rondinella, Molinara",Cantine Lenotti di Lenotti,2005
87,20.0,Veneto,"Corvina, Rondinella, Molinara",Corte Lenguin,2007
87,70.0,California,Red Blend,Bell,2007
91,30.0,Oregon,Pinot Noir,Plaisance Ranch,2012
91,45.0,Oregon,Chardonnay,Rex Hill,2012
91,40.0,Tuscany,Merlot,Rocca di Castagnoli,2009
91,27.0,California,Rhône-style Red Blend,Sarah's Vineyard,2010
91,16.0,California,Zinfandel,Seven Deadly Zins,2012
91,57.0,California,Malbec,Sevtap,2012
91,32.0,California,Pinot Noir,Straight Line,2013
91,75.0,California,Merlot,Tamber Bey,2012
91,83.0,Tuscany,Cabernet Sauvignon,Tenuta di Nozzole,2011
91,18.0,Oregon,Sauvignon Blanc,Upper Five,2013
91,40.0,Tuscany,Cabernet Sauvignon,Cafaggio,2010
91,95.0,California,Cabernet Sauvignon,Keating,2012
90,25.0,California,Red Blend,Klinker Brick,2012
90,36.0,California,Pinot Noir,Loring Wine Company,2013
90,25.0,California,Pinot Gris,Maldonado,2013
90,42.0,California,Rhône-style Red Blend,Alder Springs,2012
90,22.0,Oregon,Riesling,Anam Cara,2013
90,19.0,Oregon,Pinot Gris,Apolloni,2014
90,76.0,Tuscany,Red Blend,Argiano,2012
90,40.0,California,Syrah,Black Stallion,2012
90,38.0,Tuscany,Red Blend,Caiarossa,2011
88,25.0,Oregon,Chardonnay,Boedecker Cellars,2012
88,21.0,Oregon,Pinot Noir,Domaine Loubejac,2010
88,13.0,Oregon,Pinot Gris,Eola Hills,2013
88,36.0,California,Pinot Noir,Harmonique,2007
82,18.0,Piemonte,Dolcetto,Prinsi,2006
81,27.0,California,Chardonnay,Vine Hill,2008
91,55.0,California,Pinot Noir,Freestone,2007
87,25.0,California,Chardonnay,Fritz,2007
96,32.0,California,Chardonnay,Foxen,2010
96,45.0,California,Cabernet Sauvignon,Conn Creek,2007
95,55.0,Washington,Red Blend,K Vintners,2008
95,50.0,California,Sparkling Blend,Gloria Ferrer,2000
95,65.0,California,Cabernet Sauvignon,Duckhorn,2007
95,60.0,California,Zinfandel,Ravenswood,2008
88,60.0,Burgundy,Chardonnay,Chanson Père et Fils,2007
88,28.0,Washington,Syrah,Coeur d'Alene,2007
88,21.0,Burgundy,Chardonnay,Collovray et Terrier,2008
88,25.0,California,Cabernet Sauvignon,Courtney Benham,2008
88,40.0,California,Cabernet Sauvignon,Dutcher Crossing,2007
86,15.0,New York,Riesling,Anthony Road,2007
86,16.0,California,Zinfandel,Ancient Peaks,2006
86,50.0,California,Meritage,Clos La Chance,2005
86,30.0,California,Merlot,Summers,2006
86,11.0,Sicilia,White Blend,Tenuta Rapitalà,2007
86,10.0,California,Chardonnay,Mandolin,2007
86,20.0,Oregon,Pinot Noir,Maysara,2007
86,15.0,Tuscany,Red Blend,Gattavecchi,2014
86,48.0,California,Pinot Noir,Marimar Estate,2013
86,16.0,California,Red Blend,Old Soul,2014
86,17.0,California,Chardonnay,Stephen Vincent,2014
86,32.0,Tuscany,Sangiovese,Terralsole,2012
86,19.0,California,Zinfandel,Zinfandelic,2014
85,15.0,Alsace,Riesling,François Baur,2015
90,50.0,California,Pinot Noir,Clos LaChance,2012
90,30.0,California,Rhône-style White Blend,Davis Family,2014
90,55.0,California,Syrah,Eleven Eleven,2013
90,32.0,Oregon,Tempranillo,Folin Cellars,2012
90,10.0,California,Merlot,Dark Horse,2013
90,25.0,California,Zinfandel,Decoy,2013
90,28.0,Oregon,Tempranillo,Obsidian,2012
90,29.0,Piemonte,Nebbiolo,Oddero,2011
90,65.0,California,Merlot,Padis,2011
90,42.0,California,Zinfandel,Papapietro Perry,2011
90,35.0,California,Chardonnay,Parmeson,2013
90,70.0,Piemonte,Nebbiolo,Pietro Rinaldi,2011
90,32.0,California,Grenache,Quivira,2013
90,60.0,Oregon,Pinot Noir,Roco,2013
90,74.0,Piemonte,Nebbiolo,Marziano Abbona,2011
90,45.0,California,Rhône-style White Blend,Tablas Creek,2013
90,55.0,California,Chardonnay,Tamber Bey,2013
90,48.0,California,Chardonnay,Testarossa,2013
87,50.0,California,Meritage,Judd's Hill,2010
87,17.0,Alsace,Riesling,Kuentz-Bas,2014
87,35.0,California,Red Blend,Kuleto Estate,2012
87,45.0,Burgundy,Pinot Noir,Labouré-Roi,2013
87,23.0,Burgundy,Pinot Noir,Louis Max,2013
87,25.0,California,Cabernet Sauvignon,Michel-Schlumberger,2012
87,60.0,California,Cabernet Sauvignon,Rutherford Hill,2012
87,25.0,New York,Riesling,Silver Thread,2014
87,42.0,California,Sparkling Blend,Mumm Napa,2011
87,35.0,California,Malbec,Kunde,2012
87,38.0,California,Cabernet Sauvignon,Sequoia Grove,2012
87,14.0,Washington,Merlot,Skyfall,2012
87,10.0,Washington,Merlot,Snoqualmie,2013
87,10.0,Washington,Red Blend,Snoqualmie,2013
87,26.0,New York,Cabernet Sauvignon,Ventosa,2011
87,25.0,Washington,Merlot,Claar,2011
87,17.0,California,Sauvignon Blanc,Frei Brothers,2014
87,24.0,Washington,Malbec,14 Hands,2014
86,11.0,Washington,Chardonnay,Columbia Crest,2007
86,44.0,California,Pinot Noir,P2,2007
86,18.0,Tuscany,Red Blend,Tenuta di Ghizzano,2006
86,19.0,Sicilia,Red Blend,Valle dell'Acate,2005
86,25.0,Sicilia,Red Blend,Abbazia Santa Anastasia,2005
90,24.0,Aquitaine,Bordeaux-style Red Blend,Château Haut-Logat,2009
90,13.0,Aquitaine,Bordeaux-style Red Blend,Château La Mothe du Barry,2012
90,15.0,Aquitaine,Bordeaux-style Red Blend,Cheval Quancard,2010
90,25.0,California,Chardonnay,Crossbarn by Paul Hobbs,2013
90,56.0,California,Cabernet Sauvignon,Chateau Margene,2012
90,35.0,California,Syrah,Epiphany,2011
90,60.0,Washington,Syrah,Force Majeure,2011
90,64.0,California,Cabernet Sauvignon,Ram's Gate,2010
90,22.0,Alsace,Riesling,Trimbach,2012
90,75.0,California,Cabernet Sauvignon,Howell Mountain Vineyards,2011
90,15.0,New York,Riesling,Keuka Spring,2013
90,25.0,California,Chardonnay,Lynmar,2013
90,55.0,California,Chardonnay,Migration,2012
90,65.0,Piemonte,Nebbiolo,Cascina Luisin,2011
90,35.0,Piemonte,Nebbiolo,Castello di Neive,2011
90,30.0,Washington,Red Blend,14 Hands,2011
90,24.0,New York,Pinot Noir,Billsboro,2012
90,28.0,California,Cabernet Sauvignon,Brander,2012
90,47.0,Washington,Merlot,Canoe Ridge,2011
86,18.0,California,Pinot Noir,Kenwood,2008
86,25.0,Alsace,Gewürztraminer,Domaine Ehrhart,2007
86,27.0,Alsace,Gewürztraminer,Dopff & Irion,2006
86,18.0,New York,Chardonnay,Harbes Family Vineyard,2005
86,15.0,Alsace,Gewürztraminer,Willm,2007
86,29.0,Burgundy,Pinot Noir,Pierre Morey,2007
86,11.0,New York,Chardonnay,Red Tail Ridge,2008
86,42.0,California,Sangiovese,Muscardini,2007
86,16.0,New York,Chardonnay,Osprey's Dominion,2007
85,40.0,California,Merlot,Château Julien,2006
85,18.0,Washington,Cabernet Sauvignon,Chateau Ste. Michelle,2007
85,18.0,California,Riesling,Claiborne & Churchill,2007
85,45.0,California,Pinot Noir,Churchill Cellars,2007
85,20.0,Washington,Chardonnay,Gilbert Cellars,2008
85,16.0,New York,Cabernet Sauvignon,Goose Watch,2007
85,20.0,Washington,Barbera,Hard Row To Hoe,2007
85,11.0,Sicilia,Rosé,Tasca d'Almerita,2008
85,28.0,Washington,Syrah,Vin du Lac,2007
85,45.0,California,Merlot,Williamson Wines,2004
84,45.0,California,Syrah,Sunstone,2006
84,25.0,California,Viognier,Terre Rouge,2008
84,50.0,California,Bordeaux-style Red Blend,Conn Creek,2005
84,24.0,California,Zinfandel,Dashe Cellars,2008
89,17.0,Washington,Merlot,Barnard Griffin,2011
89,20.0,Alsace,Riesling,Henri Schoenheitz,2010
89,25.0,Washington,Merlot,Januik,2011
89,22.0,Washington,Chardonnay,Chateau Ste. Michelle,2012
89,45.0,Washington,Rhône-style Red Blend,Covington,2010
89,20.0,New York,Sauvignon Blanc,Damiani,2012
89,35.0,Washington,Cabernet Sauvignon,Forgeron,2010
89,35.0,Alsace,Pinot Gris,Gustave Lorentz,2011
89,35.0,California,Zinfandel,Lake Sonoma,2010
89,28.0,Washington,Merlot,Tamarack Cellars,2010
89,36.0,California,Chardonnay,Zotovich Cellars,2010
89,40.0,Tuscany,Sangiovese,Bindella,2009
89,32.0,California,Syrah,Bink,2006
89,18.0,Tuscany,Red Blend,Tenuta Valdipiatta,2011
92,45.0,California,Cabernet Sauvignon,Meyer Family Cellars,2008
91,25.0,Tuscany,Red Blend,Poggio al Tesoro,2007
91,21.0,Oregon,Riesling,Chehalem,2009
91,75.0,Oregon,Pinot Noir,Domaine Serene,2008
91,50.0,Oregon,Pinot Noir,Vidon Vineyard,2009
91,19.0,California,Sauvignon Blanc,Wattle Creek,2010
91,40.0,California,Pinot Noir,Bonaccorsi,2008
91,28.0,Tuscany,Red Blend,Collemassari,2007
91,68.0,California,Pinot Noir,Domaine Carneros,2008
