points,price,province,variety,winery,Precipitation,Temperature
87,32.0,California,Syrah,Cuvaison,361.29,14.17
91,17.0,California,Pinot Gris,Morgan,361.29,14.17
91,25.0,California,Cabernet Sauvignon,Concannon,361.29,14.17
92,44.0,California,Pinot Noir,P2,361.29,14.17
92,30.0,California,Chardonnay,Martin Ray,361.29,14.17
92,34.0,California,Pinot Noir,Balletto,361.29,14.17
87,75.0,California,Red Blend,Ravenswood,361.29,14.17
87,29.0,California,Pinot Noir,Navarro,361.29,14.17
94,65.0,California,Chardonnay,Hartford Court,361.29,14.17
94,48.0,California,Syrah,Heintz,361.29,14.17
94,56.0,California,Pinot Noir,Testarossa,361.29,14.17
94,60.0,California,Pinot Noir,Hartford Court,361.29,14.17
94,75.0,California,Pinot Noir,Testarossa,361.29,14.17
94,50.0,California,Pinot Noir,Hartford Court,361.29,14.17
93,42.0,California,Viognier,Pride Mountain,361.29,14.17
87,30.0,California,Pinot Noir,Greenwood Ridge,361.29,14.17
87,49.0,California,Pinot Noir,Alma Rosa,361.29,14.17
87,14.0,California,GewÃ¼rztraminer,Bargetto,361.29,14.17
87,49.0,California,Pinot Noir,Kasuari,361.29,14.17
87,19.0,California,Pinot Gris,William Knuttel,361.29,14.17
85,18.0,California,Chardonnay,Stephen's,361.29,14.17
85,25.0,California,Chardonnay,Davis Bynum,361.29,14.17
85,33.0,California,Pinot Noir,Verve,361.29,14.17
90,40.0,California,Cabernet Franc,Lang & Reed,361.29,14.17
82,28.0,California,Syrah,Obsidian Ridge,361.29,14.17
94,100.0,California,Cabernet Sauvignon,B.R. Cohn,361.29,14.17
85,10.0,California,Viognier,Campus Oaks,361.29,14.17
85,13.0,California,Cabernet Sauvignon,Lyeth,361.29,14.17
85,20.0,California,Cabernet Sauvignon,Martin Ray,361.29,14.17
90,15.0,California,Cabernet Sauvignon,Leaping Lizard,361.29,14.17
90,48.0,California,Pinot Noir,Tandem,361.29,14.17
90,46.0,California,Pinot Noir,Tandem,361.29,14.17
86,35.0,California,Cabernet Sauvignon,Simple Math Cellars,361.29,14.17
87,28.0,California,Cabernet Sauvignon,Jason-Stephens,361.29,14.17
87,15.0,California,Chardonnay,Dominican Oaks,361.29,14.17
87,59.0,California,Pinot Noir,Testarossa,361.29,14.17
90,55.0,California,Sangiovese,Pride Mountain,361.29,14.17
90,40.0,California,Syrah,Terre Rouge,361.29,14.17
89,18.0,California,Zinfandel,Pedroncelli,361.29,14.17
89,30.0,California,RhÃ´ne-style Red Blend,Terre Rouge,361.29,14.17
89,50.0,California,Cabernet Sauvignon,Riboli,361.29,14.17
87,18.0,California,Petite Sirah,Graziano,361.29,14.17
84,20.0,California,Merlot,Lava Cap,361.29,14.17
84,25.0,California,Merlot,San Simeon,361.29,14.17
86,35.0,California,Meritage,Murrieta's Well,361.29,14.17
82,10.0,California,Pinot Grigio,Cycles Gladiator,361.29,14.17
82,10.0,California,Merlot,Grayson,361.29,14.17
82,10.0,California,Cabernet Sauvignon,Grayson,361.29,14.17
80,19.0,California,Sauvignon Blanc,Sawyer,361.29,14.17
84,35.0,California,Sauvignon Blanc,Rochioli,361.29,14.17
87,44.0,California,Pinot Noir,Harmonique,361.29,14.17
91,60.0,California,Cabernet Sauvignon,Steven Kent,361.29,14.17
88,48.0,California,Pinot Noir,Kynsi,361.29,14.17
88,21.0,California,Cabernet Sauvignon,Husch,361.29,14.17
88,39.0,California,Pinot Noir,Kynsi,361.29,14.17
92,45.0,California,Petite Sirah,Envy,361.29,14.17
92,30.0,California,Zinfandel,Kunde,361.29,14.17
87,18.0,California,Cabernet Sauvignon,X,361.29,14.17
87,20.0,California,Merlot,Alexander Valley Vineyards,361.29,14.17
86,60.0,California,Cabernet Sauvignon,Terlato,361.29,14.17
88,25.0,California,Zinfandel,Brazin,361.29,14.17
88,60.0,California,Cabernet Sauvignon,D.R. Stephens,361.29,14.17
86,34.0,California,Cabernet Sauvignon,Calcareous,361.29,14.17
84,15.0,California,Cabernet Sauvignon,B.R. Cohn,361.29,14.17
84,25.0,California,Cabernet Sauvignon,San Simeon,361.29,14.17
92,45.0,California,Cabernet Sauvignon,Robert Mondavi,361.29,14.17
92,65.0,California,Cabernet Sauvignon,Baldacci,361.29,14.17
92,65.0,California,Cabernet Sauvignon,Mi SueÃ±o,361.29,14.17
84,45.0,California,Pinot Noir,Roessler,361.29,14.17
87,36.0,California,Chardonnay,Sonoma-Cutrer,361.29,14.17
87,48.0,California,Meritage,SuncÃ© Vineyard & Winery,361.29,14.17
86,24.0,California,Pinot Noir,Bianchi,361.29,14.17
86,22.0,California,Syrah,Curtis,361.29,14.17
88,45.0,California,Chardonnay,Nickel & Nickel,361.29,14.17
91,48.0,California,Chardonnay,Thomas Fogarty,361.29,14.17
91,35.0,California,Chardonnay,Peters Family,361.29,14.17
86,55.0,California,Pinot Noir,Thomas George,361.29,14.17
86,20.0,California,Cabernet Sauvignon,Alexander Valley Vineyards,361.29,14.17
88,60.0,California,Cabernet Sauvignon,Highlands,361.29,14.17
88,32.0,California,Syrah,Trione,361.29,14.17
89,15.0,California,Sauvignon Blanc,Robert Hall,361.29,14.17
89,14.0,California,Sauvignon Blanc,Brutocao,361.29,14.17
89,19.0,California,Riesling,Esterlina,361.29,14.17
86,32.0,California,Syrah,Peju,361.29,14.17
84,23.0,California,Zinfandel,Minassian-Young,361.29,14.17
90,65.0,California,Cabernet Sauvignon,La Jota Vineyard,361.29,14.17
87,35.0,California,Pinot Noir,Windsor Oaks,361.29,14.17
85,35.0,California,Pinot Noir,Windsor Oaks,361.29,14.17
94,55.0,California,Pinot Noir,Siduri,361.29,14.17
92,38.0,California,Merlot,Kimmel,361.29,14.17
92,45.0,California,Sparkling Blend,Chandon,361.29,14.17
85,12.0,California,Sauvignon Blanc,Clos du Bois,361.29,14.17
85,20.0,California,Pinot Grigio,Cosentino,361.29,14.17
90,33.0,California,Zinfandel,Proulx,361.29,14.17
90,36.0,California,Chardonnay,Morgan,361.29,14.17
89,30.0,California,Syrah,Carica,361.29,14.17
88,20.0,California,Cabernet Sauvignon,Cameron Hughes,361.29,14.17
92,65.0,California,Cabernet Sauvignon,Summers,361.29,14.17
92,70.0,California,Cabernet Sauvignon,Altvs,361.29,14.17
86,44.0,California,Pinot Noir,P2,361.29,14.17
86,12.0,California,Viognier,Loredona,361.29,14.17
86,50.0,California,Pinot Noir,Loring Wine Company,361.29,14.17
89,45.0,California,Cabernet Sauvignon,William Hill Estate,361.29,14.17
96,38.0,California,Chardonnay,Ojai,361.29,14.17
95,38.0,California,Chardonnay,Tantara,361.29,14.17
95,25.0,California,Chardonnay,Au Bon Climat,361.29,14.17
95,37.0,California,Pinot Noir,Fort Ross,361.29,14.17
92,60.0,California,Pinot Noir,Laetitia,361.29,14.17
92,42.0,California,Cabernet Sauvignon,Maroon,361.29,14.17
87,30.0,California,Pinot Noir,Calera,361.29,14.17
87,40.0,California,Cabernet Sauvignon,Fernwood,361.29,14.17
87,25.0,California,Red Blend,Headbanger,361.29,14.17
89,36.0,California,Cabernet Sauvignon,Foxen 7200,361.29,14.17
89,19.0,California,Merlot,Gainey,361.29,14.17
84,13.0,California,Red Blend,Hey Mambo,361.29,14.17
86,30.0,California,Syrah,Baldassari Family Wines,361.29,14.17
85,36.0,California,Cabernet Sauvignon,BoÃ«tÃ©,361.29,14.17
82,46.0,California,Syrah,Venteux,361.29,14.17
82,25.0,California,Grenache,Curtis,361.29,14.17
81,15.0,California,Red Blend,Pomar Junction,361.29,14.17
88,65.0,California,Cabernet Sauvignon,Miner,361.29,14.17
88,30.0,California,Pinot Noir,William Knuttel,361.29,14.17
90,42.0,California,Pinot Noir,Lost Canyon,361.29,14.17
90,26.0,California,Grenache,Stonehedge,361.29,14.17
90,26.0,California,Sparkling Blend,Domaine Carneros,361.29,14.17
86,24.0,California,Syrah,Morse,361.29,14.17
86,75.0,California,Cabernet Sauvignon,Ackerman,361.29,14.17
92,24.0,California,Chardonnay,Stuhlmuller Vineyards,361.29,14.17
92,25.0,California,Chardonnay,Gainey,361.29,14.17
87,45.0,California,Cabernet Sauvignon,Rued,361.29,14.17
88,80.0,California,Cabernet Sauvignon,Mount Veeder,361.29,14.17
85,12.0,California,Sauvignon Blanc,Clos du Bois,361.29,14.17
85,20.0,California,Pinot Grigio,Cosentino,361.29,14.17
87,24.0,California,RhÃ´ne-style White Blend,Kiamie,361.29,14.17
84,18.0,California,Cabernet Sauvignon,Geyser Peak,361.29,14.17
93,45.0,California,Cabernet Sauvignon,Buehler,361.29,14.17
93,70.0,California,Bordeaux-style Red Blend,Krupp Brothers,361.29,14.17
92,70.0,California,Cabernet Sauvignon,Arrowood,361.29,14.17
87,40.0,California,Cabernet Sauvignon,Eagle Eye,361.29,14.17
87,44.0,California,Cabernet Sauvignon,Cobblestone,361.29,14.17
87,20.0,California,Cabernet Sauvignon,El Roy,361.29,14.17
87,32.0,California,Zinfandel,Benessere,361.29,14.17
87,35.0,California,Zinfandel,Tres Sabores,361.29,14.17
87,12.0,California,Zinfandel,Kirkland Signature,361.29,14.17
87,17.0,California,Zinfandel,Sobon Estate,361.29,14.17
87,39.0,California,Zinfandel,Stephen & Walker,361.29,14.17
87,48.0,California,Zinfandel,Bella,361.29,14.17
87,18.0,California,Chardonnay,Buena Vista,361.29,14.17
87,45.0,California,Pinot Noir,Churchill Cellars,361.29,14.17
87,25.0,California,Zinfandel,Fritz,361.29,14.17
93,60.0,California,Pinot Noir,MacPhail,361.29,14.17
93,52.0,California,Syrah,Olson Ogden,361.29,14.17
93,38.0,California,Syrah,Olson Ogden,361.29,14.17
93,50.0,California,Pinot Noir,La FenÃªtre,361.29,14.17
93,26.0,California,Petite Sirah,Vina Robles,361.29,14.17
85,14.0,California,Cabernet Sauvignon,Murphy-Goode,361.29,14.17
85,38.0,California,Syrah,Muscardini,361.29,14.17
87,55.0,California,Pinot Noir,Clos du Val,361.29,14.17
90,55.0,California,Bordeaux-style Red Blend,Corley,361.29,14.17
85,59.0,California,Bordeaux-style Red Blend,Coquelicot,361.29,14.17
85,27.0,California,Syrah,Baldassari Family Wines,361.29,14.17
83,23.0,California,RosÃ©,Casa Nuestra,361.29,14.17
83,10.0,California,Merlot,Cable Car,361.29,14.17
88,30.0,California,Bordeaux-style Red Blend,Beringer,361.29,14.17
88,25.0,California,Cabernet Sauvignon,Wente,361.29,14.17
92,25.0,California,Zinfandel,Miro,361.29,14.17
92,50.0,California,Pinot Noir,Pali,361.29,14.17
92,50.0,California,Pinot Noir,Pali,361.29,14.17
92,60.0,California,Pinot Noir,Pali,361.29,14.17
92,40.0,California,Pinot Noir,De Loach,361.29,14.17
92,45.0,California,Chardonnay,Dutton-Goldfield,361.29,14.17
91,45.0,California,Chardonnay,Suacci Carciere Wines,361.29,14.17
91,29.0,California,Chardonnay,Bedarra,361.29,14.17
94,49.0,California,Pinot Noir,Fort Ross,361.29,14.17
94,60.0,California,Merlot,Keenan,361.29,14.17
90,33.0,California,Pinot Noir,Siduri,361.29,14.17
90,49.0,California,Pinot Noir,Siduri,361.29,14.17
90,24.0,California,Viognier,Kunde,361.29,14.17
94,40.0,California,Chardonnay,Bjornstad,361.29,14.17
93,48.0,California,Zinfandel,Williams Selyem,361.29,14.17
93,40.0,California,Chardonnay,Bjornstad,361.29,14.17
93,69.0,California,Pinot Noir,Williams Selyem,361.29,14.17
83,25.0,California,Zinfandel,Wellington,361.29,14.17
83,18.0,California,Cabernet Sauvignon,Dewitt,361.29,14.17
88,27.0,California,Sauvignon Blanc,Selene,361.29,14.17
88,45.0,California,Sparkling Blend,Chandon,361.29,14.17
87,30.0,California,Merlot,Peter Franus,361.29,14.17
80,12.0,California,Zinfandel,Renwood,361.29,14.17
96,52.0,California,Syrah,Bien Nacido,361.29,14.17
82,14.0,California,Cabernet Sauvignon,Cupcake,361.29,14.17
82,20.0,California,Syrah,Hovey,361.29,14.17
89,55.0,California,Red Blend,Ferrari-Carano,361.29,14.17
89,29.0,California,Cabernet Sauvignon,Cedarville Vineyard,361.29,14.17
87,34.0,California,Zinfandel,Calcareous,361.29,14.17
84,35.0,California,Chardonnay,Clos La Chance,361.29,14.17
84,29.0,California,Chardonnay,Cobblestone,361.29,14.17
84,16.0,California,Chardonnay,Ledgewood Creek,361.29,14.17
88,70.0,California,Cabernet Sauvignon,Freemark Abbey,361.29,14.17
88,36.0,California,Cabernet Sauvignon,Buehler,361.29,14.17
83,10.0,California,Merlot,Cable Car,361.29,14.17
93,60.0,California,Cabernet Sauvignon,Newton,361.29,14.17
93,65.0,California,Cabernet Sauvignon,Merryvale,361.29,14.17
93,45.0,California,Pinot Noir,Talisman,361.29,14.17
93,35.0,California,Merlot,Trefethen,361.29,14.17
93,36.0,California,Chardonnay,Keller Estate,361.29,14.17
93,75.0,California,Bordeaux-style Red Blend,Merryvale,361.29,14.17
94,44.0,California,Pinot Noir,Robert Stemmler,361.29,14.17
94,55.0,California,Cabernet Sauvignon,Parallel,361.29,14.17
94,35.0,California,Cabernet Sauvignon,Crossbarn by Paul Hobbs,361.29,14.17
93,40.0,California,Pinot Noir,Robert Stemmler,361.29,14.17
89,35.0,California,Pinot Noir,Windsor Oaks,361.29,14.17
89,32.0,California,Syrah,Topel,361.29,14.17
89,35.0,California,Pinot Noir,Windsor Oaks,361.29,14.17
84,22.0,California,Petite Sirah,Prager,361.29,14.17
87,30.0,California,Chardonnay,Trione,361.29,14.17
87,35.0,California,Sangiovese,Koehler,361.29,14.17
87,25.0,California,Bordeaux-style White Blend,St. SupÃ©ry,361.29,14.17
87,28.0,California,Red Blend,Longoria,361.29,14.17
87,70.0,California,Cabernet Sauvignon,Bacio Divino,361.29,14.17
87,28.0,California,Zinfandel,Dogwood,361.29,14.17
87,24.0,California,Pinot Noir,Domaine Carneros,361.29,14.17
86,18.0,California,Zinfandel,Terra d'Oro,361.29,14.17
86,65.0,California,Cabernet Sauvignon,Terra Valentine,361.29,14.17
86,24.0,California,Syrah,Taj,361.29,14.17
86,40.0,California,Zinfandel,Fritz,361.29,14.17
86,38.0,California,Syrah,Terre Rouge,361.29,14.17
82,33.0,California,Petite Sirah,Sextant,361.29,14.17
82,17.0,California,Merlot,Maddalena,361.29,14.17
88,44.0,California,Zinfandel,Wilson,361.29,14.17
87,28.0,California,Cabernet Sauvignon,Girard,361.29,14.17
87,32.0,California,Petite Sirah,Hawley,361.29,14.17
89,35.0,California,Zinfandel,Clif Family,361.29,14.17
89,55.0,California,Merlot,Nickel & Nickel,361.29,14.17
85,32.0,California,Petit Verdot,Lucas & Lewellen,361.29,14.17
84,11.0,California,Chardonnay,Hess,361.29,14.17
95,75.0,California,Bordeaux-style Red Blend,Martin Ray,361.29,14.17
94,45.0,California,Cabernet Sauvignon,Hidden Ridge,361.29,14.17
88,25.0,California,Petite Sirah,Fenestra,361.29,14.17
86,65.0,California,Cabernet Sauvignon,Falcor,361.29,14.17
87,18.0,California,Tempranillo,St. Amant,361.29,14.17
87,32.0,California,Merlot,Star Lane Vineyard,361.29,14.17
88,18.0,California,Sauvignon Blanc,Patianna,361.29,14.17
88,35.0,California,Cabernet Sauvignon,Truchard,361.29,14.17
88,22.0,California,Petite Sirah,Bianchi,361.29,14.17
88,48.0,California,Merlot,Materra Cunat Family Vineyards,361.29,14.17
85,25.0,California,Petite Sirah,EOS,361.29,14.17
85,30.0,California,Bordeaux-style Red Blend,Fernwood,361.29,14.17
85,35.0,California,Chardonnay,Hopper Creek,361.29,14.17
89,50.0,California,Pinot Noir,La Rochelle,361.29,14.17
86,39.0,California,Zinfandel,Kasuari,361.29,14.17
94,32.0,California,Chardonnay,Foxen,361.29,14.17
88,20.0,California,Chardonnay,Ceago Vinegarden,361.29,14.17
90,12.0,California,Pinot Grigio,Mirassou,361.29,14.17
90,17.0,California,Sauvignon Blanc,Navarro,361.29,14.17
84,15.0,California,Sauvignon Blanc,Wellington,361.29,14.17
82,14.0,California,Merlot,Cupcake,361.29,14.17
81,12.0,California,Merlot,Purple Cowboy,361.29,14.17
81,12.0,California,Red Blend,Purple Cowboy,361.29,14.17
81,10.0,California,Cabernet Sauvignon,Concannon,361.29,14.17
91,75.0,California,Cabernet Sauvignon,Frog's Leap,361.29,14.17
88,16.0,California,Chardonnay,Valley of the Moon,361.29,14.17
88,19.0,California,Pinot Gris,Hendry,361.29,14.17
88,18.0,California,Barbera,Terra d'Oro,361.29,14.17
89,49.0,California,Cabernet Sauvignon,Textbook,361.29,14.17
87,18.0,California,Syrah,Mahoney,361.29,14.17
87,34.0,California,Meritage,Jason-Stephens,361.29,14.17
87,20.0,California,Sangiovese,Sausal,361.29,14.17
88,31.0,California,Cabernet Sauvignon,Peter Cellars,361.29,14.17
87,18.0,California,Sauvignon Blanc,Buttonwood Farm,361.29,14.17
87,34.0,California,Chardonnay,ZD,361.29,14.17
86,38.0,California,Pinot Noir,La Rochelle,361.29,14.17
86,50.0,California,Cabernet Sauvignon,SuncÃ© Vineyard & Winery,361.29,14.17
88,49.0,California,Pinot Noir,Alma Rosa,361.29,14.17
83,7.0,California,Sauvignon Blanc,Hilltown,361.29,14.17
81,10.0,California,Merlot,Shiloh Road,361.29,14.17
88,18.0,California,Cabernet Sauvignon,Bianchi,361.29,14.17
90,23.0,California,Syrah,a-non-ah-mus,361.29,14.17
90,45.0,California,Cabernet Franc,Merriam,361.29,14.17
90,50.0,California,Cabernet Sauvignon,Babcock,361.29,14.17
90,24.0,California,Syrah,Curtis,361.29,14.17
85,42.0,California,Pinot Noir,Storrs,361.29,14.17
86,38.0,California,Petite Sirah,Cinnabar,361.29,14.17
86,48.0,California,Cabernet Sauvignon,Rockroom Winemaking Cooperative,361.29,14.17
87,13.0,California,Pinot Noir,Kenwood,361.29,14.17
86,16.0,California,GewÃ¼rztraminer,Husch,361.29,14.17
82,20.0,California,Chardonnay,Jax,361.29,14.17
82,17.0,California,Cabernet Sauvignon,Hess Select,361.29,14.17
82,14.0,California,Zinfandel,Kenwood,361.29,14.17
82,27.0,California,Malbec,Fenestra,361.29,14.17
81,29.0,California,Zinfandel,Midnight,361.29,14.17
81,24.0,California,MourvÃ¨dre,Fenestra,361.29,14.17
91,22.0,California,Moscato,EOS,361.29,14.17
89,36.0,California,Zinfandel,Newsome-Harlow,361.29,14.17
89,56.0,California,Cabernet Sauvignon,Vellum,361.29,14.17
89,46.0,California,Pinot Noir,Foursight,361.29,14.17
88,36.0,California,Chardonnay,Dutton Estate,361.29,14.17
84,45.0,California,Cabernet Sauvignon,Hunt Cellars,361.29,14.17
85,21.0,California,Syrah,Eberle,361.29,14.17
95,75.0,California,Pinot Noir,Keller Estate,361.29,14.17
95,75.0,California,Chardonnay,Keller Estate,361.29,14.17
93,36.0,California,Pinot Noir,Talisman,361.29,14.17
90,14.0,California,Sauvignon Blanc,Vina Robles,361.29,14.17
88,36.0,California,Cabernet Sauvignon,Joseph Family,361.29,14.17
88,55.0,California,Cabernet Sauvignon,Salvestrin,361.29,14.17
88,38.0,California,Cabernet Sauvignon,Somerston,361.29,14.17
84,30.0,California,Zinfandel,Starry Night,361.29,14.17
93,82.0,California,Cabernet Sauvignon,Kelleher,361.29,14.17
84,9.0,California,Chardonnay,Montevina,361.29,14.17
84,14.0,California,Sauvignon Blanc,Maddalena,361.29,14.17
86,24.0,California,Zinfandel,Newsome-Harlow,361.29,14.17
86,20.0,California,Chardonnay,Rancho Sisquoc,361.29,14.17
86,37.0,California,Petite Sirah,Rutherford Grove,361.29,14.17
86,24.0,California,Pinot Noir,De Loach,361.29,14.17
89,39.0,California,Bordeaux-style Red Blend,Cooper-Garrod,361.29,14.17
86,12.0,California,Merlot,Cartlidge & Browne,361.29,14.17
92,32.0,California,Chardonnay,Foxen,361.29,14.17
92,25.0,California,Sauvignon Blanc,Brander,361.29,14.17
88,24.0,California,Petite Sirah,Twisted Oak,361.29,14.17
88,18.0,California,Zinfandel,Pezzi King,361.29,14.17
89,10.0,California,White Blend,Big House,361.29,14.17
85,8.0,California,Pinot Grigio,Redtree,361.29,14.17
85,18.0,California,Viognier,Shannon Ridge,361.29,14.17
85,18.0,California,Sauvignon Blanc,Hess,361.29,14.17
87,37.0,California,Pinot Noir,Testarossa,361.29,14.17
86,48.0,California,Pinot Noir,A.P. Vin,361.29,14.17
86,15.0,California,Merlot,Chelsea Goldschmidt,361.29,14.17
90,24.0,California,Syrah,Rock Wren,361.29,14.17
90,36.0,California,Cabernet Sauvignon,Sensorium,361.29,14.17
90,100.0,California,Cabernet Sauvignon,Steven Kent,361.29,14.17
85,35.0,California,Syrah,Joseph Swan Vineyards,361.29,14.17
87,35.0,California,Cabernet Franc,Hearst Ranch,361.29,14.17
84,33.0,California,Chardonnay,Frank Family,361.29,14.17
84,12.0,California,Merlot,Peirano,361.29,14.17
84,54.0,California,Pinot Noir,Testarossa,361.29,14.17
84,50.0,California,Pinot Noir,Loring Wine Company,361.29,14.17
89,40.0,California,Bordeaux-style Red Blend,Ehret,361.29,14.17
94,22.0,California,Pinot Noir,Gloria Ferrer,361.29,14.17
86,28.0,California,Sauvignon Blanc,Stephen & Walker,361.29,14.17
86,8.0,California,Pinot Grigio,Woodbridge by Robert Mondavi,361.29,14.17
92,69.0,California,Syrah,Spotted Owl,361.29,14.17
87,38.0,California,Cabernet Sauvignon,Dogwood,361.29,14.17
87,28.0,California,Pinot Noir,Radog,361.29,14.17
87,48.0,California,Red Blend,Paraduxx,361.29,14.17
85,44.0,California,Bordeaux-style Red Blend,Midnight,361.29,14.17
87,80.0,California,Bordeaux-style Red Blend,Star Lane Vineyard,361.29,14.17
88,50.0,California,Cabernet Sauvignon,RustRidge,361.29,14.17
91,25.0,California,Red Blend,Volatus,361.29,14.17
93,36.0,California,Syrah,Rusack,361.29,14.17
93,35.0,California,Pinot Noir,WesMar,361.29,14.17
92,60.0,California,Chardonnay,Williams Selyem,361.29,14.17
84,26.0,California,Sauvignon Blanc,Joullian,361.29,14.17
84,12.0,California,Chardonnay,Lockwood,361.29,14.17
84,16.0,California,Sauvignon Blanc,Two Angels,361.29,14.17
84,20.0,California,Dolcetto,Viansa,361.29,14.17
84,8.0,California,Cabernet Sauvignon,Woodbridge by Robert Mondavi,361.29,14.17
87,28.0,California,Merlot,Schug,361.29,14.17
87,24.0,California,Cabernet Sauvignon,Simi,361.29,14.17
87,48.0,California,Bordeaux-style Red Blend,Terlato,361.29,14.17
87,30.0,California,Cabernet Sauvignon,Hanna,361.29,14.17
87,40.0,California,Merlot,Miner,361.29,14.17
90,30.0,California,Zinfandel,Hobo,361.29,14.17
90,68.0,California,Viognier,MillÃ©simÃ©,361.29,14.17
85,30.0,California,Red Blend,San Antonio,361.29,14.17
87,30.0,California,Merlot,Peter Franus,361.29,14.17
91,39.0,California,Zinfandel,Joseph Jewell,361.29,14.17
91,60.0,California,Pinot Noir,Laetitia,361.29,14.17
82,35.0,California,Merlot,Hopper Creek,361.29,14.17
84,36.0,California,Merlot,Tedeschi,361.29,14.17
94,40.0,California,Pinot Noir,Dogwood,361.29,14.17
96,66.0,California,Red Blend,Stolpman,361.29,14.17
94,28.0,California,Cabernet Sauvignon,Newton,361.29,14.17
94,60.0,California,Pinot Noir,Byron,361.29,14.17
94,40.0,California,Pinot Noir,Byron,361.29,14.17
83,9.0,California,Chardonnay,Surf Point,361.29,14.17
83,10.0,California,Chardonnay,Cameron Hughes,361.29,14.17
83,9.0,California,Cabernet Sauvignon,Surf Point,361.29,14.17
92,49.0,California,Bordeaux-style Red Blend,Vina Robles,361.29,14.17
92,85.0,California,Cabernet Sauvignon,PiÃ±a,361.29,14.17
88,19.0,California,Pinot Gris,Tolosa,361.29,14.17
85,30.0,California,Merlot,Hearst Ranch,361.29,14.17
85,30.0,California,Petit Verdot,Opaque,361.29,14.17
86,15.0,California,Bordeaux-style Red Blend,Goldschmidt,361.29,14.17
86,35.0,California,Cabernet Franc,Mounts,361.29,14.17
88,70.0,California,Cabernet Sauvignon,Frias,361.29,14.17
90,35.0,California,Pinot Noir,Chronicle,361.29,14.17
89,25.0,California,Cabernet Sauvignon,Forth,361.29,14.17
88,45.0,California,Merlot,Stag's Leap Wine Cellars,361.29,14.17
88,28.0,California,Sparkling Blend,Laetitia,361.29,14.17
85,30.0,California,Syrah,Carr,361.29,14.17
87,18.0,California,Chardonnay,Laetitia,361.29,14.17
87,16.0,California,RosÃ©,Fritz,361.29,14.17
87,19.0,California,RosÃ©,Calcareous,361.29,14.17
87,8.0,California,Pinot Grigio,Oak Grove,361.29,14.17
86,38.0,California,Sparkling Blend,Iron Horse,361.29,14.17
88,28.0,California,Syrah,Mounts,361.29,14.17
95,75.0,California,Cabernet Sauvignon,Rubicon Estate,361.29,14.17
94,55.0,California,Bordeaux-style Red Blend,Antica,361.29,14.17
94,36.0,California,Syrah,Andrew Murray,361.29,14.17
90,36.0,California,Pinot Noir,Robert Stemmler,361.29,14.17
91,45.0,California,Cabernet Sauvignon,Volker Eisele Family Estate,361.29,14.17
91,32.0,California,Pinot Noir,Mahoney,361.29,14.17
92,42.0,California,Syrah,Zaca Mesa,361.29,14.17
92,44.0,California,Pinot Noir,Keller Estate,361.29,14.17
92,60.0,California,Cabernet Sauvignon,Merryvale,361.29,14.17
92,75.0,California,Cabernet Sauvignon,Sebastiani,361.29,14.17
92,55.0,California,Cabernet Sauvignon,Trefethen,361.29,14.17
92,32.0,California,Pinot Noir,Mahoney,361.29,14.17
85,50.0,California,Pinot Noir,Loring Wine Company,361.29,14.17
85,40.0,California,Pinot Noir,ZD,361.29,14.17
85,50.0,California,Pinot Noir,Loring Wine Company,361.29,14.17
85,9.0,California,Merlot,Montevina,361.29,14.17
90,28.0,California,Zinfandel,Joseph Swan Vineyards,361.29,14.17
92,42.0,California,Pinot Noir,Roessler,361.29,14.17
87,95.0,California,Cabernet Sauvignon,Bello Family Vineyards,361.29,14.17
84,13.0,California,Merlot,Leaping Lizard,361.29,14.17
87,38.0,California,Pinot Noir,La Rochelle,361.29,14.17
86,50.0,California,Cabernet Franc,Steven Kent,361.29,14.17
83,11.0,California,Sauvignon Blanc,Ancient Peaks,361.29,14.17
98,100.0,California,Pinot Noir,Goldeneye,361.29,14.17
97,75.0,California,Pinot Noir,Goldeneye,361.29,14.17
96,75.0,California,Pinot Noir,Goldeneye,361.29,14.17
92,22.0,California,Cabernet Sauvignon,Cameron Hughes,361.29,14.17
92,60.0,California,Cabernet Sauvignon,Steven Kent,361.29,14.17
91,13.0,California,Merlot,Cameron Hughes,361.29,14.17
91,39.0,California,Merlot,Cerro Prieto,361.29,14.17
97,54.0,California,Pinot Noir,Merry Edwards,361.29,14.17
96,70.0,California,Cabernet Sauvignon,Kendall-Jackson,361.29,14.17
95,100.0,California,Cabernet Sauvignon,Flora Springs,361.29,14.17
95,85.0,California,Cabernet Sauvignon,PiÃ±a,361.29,14.17
86,25.0,California,Barbera,Easton,361.29,14.17
86,20.0,California,Cabernet Sauvignon,Tudal,361.29,14.17
84,21.0,California,Zinfandel,Murphy-Goode,361.29,14.17
84,42.0,California,Pinot Noir,Picket Fence,361.29,14.17
84,25.0,California,Syrah,Eagle Castle,361.29,14.17
84,40.0,California,Cabernet Sauvignon,Snowden,361.29,14.17
84,20.0,California,Merlot,Trig Point,361.29,14.17
92,50.0,California,Bordeaux-style Red Blend,White Oak,361.29,14.17
92,85.0,California,Cabernet Sauvignon,Reverie,361.29,14.17
92,35.0,California,Chardonnay,Mayacamas,361.29,14.17
92,69.0,California,Syrah,Spotted Owl,361.29,14.17
91,40.0,California,Sangiovese,Cimarone,361.29,14.17
91,45.0,California,Syrah,Coquelicot,361.29,14.17
90,40.0,California,Syrah,Fleming Jenkins,361.29,14.17
95,38.0,California,Pinot Noir,Dutton Estate,361.29,14.17
