Prov_Weather,Year_Weather,Precipitation,Temperature,Timeseries
Oregon,1913,647.28,7.5,Historical
Oregon,1914,610.64,8.48,Historical
Oregon,1915,652.97,8.58,Historical
Oregon,1916,716.03,6.94,Historical
Oregon,1917,602.98,8.02,Historical
Oregon,1918,534.4,8.5,Historical
Oregon,1919,668.99,7.63,Historical
Oregon,1920,648.4,7.69,Historical
Oregon,1921,663.75,8.27,Historical
Oregon,1922,587.47,7.35,Historical
Oregon,1923,590.13,8.16,Historical
Oregon,1924,514.13,8.03,Historical
Oregon,1925,578.74,8.92,Historical
Oregon,1926,649.37,9.31,Historical
Oregon,1927,725.24,7.93,Historical
Oregon,1928,526.05,8.4,Historical
Oregon,1929,468.67,7.7,Historical
Oregon,1930,453.94,7.78,Historical
Oregon,1931,592.12,8.53,Historical
Oregon,1932,612.67,7.81,Historical
Oregon,1933,625.88,8.12,Historical
Oregon,1934,603.12,10.2,Historical
Oregon,1935,463.83,7.92,Historical
Oregon,1936,538.47,8.65,Historical
Oregon,1937,805.24,7.99,Historical
Oregon,1938,625.07,8.59,Historical
Oregon,1939,477.33,9.11,Historical
Oregon,1940,725.9,9.42,Historical
Oregon,1941,720.76,9.01,Historical
Oregon,1942,761.53,8.31,Historical
Oregon,1943,592.92,8.16,Historical
Oregon,1944,494.48,8.03,Historical
Oregon,1945,757.68,8.41,Historical
Oregon,1946,629.57,8.11,Historical
Oregon,1947,621.52,8.71,Historical
Oregon,1948,783.83,7.25,Historical
Oregon,1949,479.79,7.81,Historical
Oregon,1950,803.94,8.1,Historical
Oregon,1951,713.63,8.06,Historical
Oregon,1952,543.62,8.02,Historical
Oregon,1953,817.79,8.62,Historical
Oregon,1954,608.31,7.97,Historical
Oregon,1955,723.94,7.07,Historical
Oregon,1956,699.47,7.81,Historical
Oregon,1957,704.83,7.88,Historical
Oregon,1958,712.29,9.62,Historical
Oregon,1959,531.39,8.41,Historical
Oregon,1960,681.94,8.26,Historical
Oregon,1961,706.23,8.79,Historical
Oregon,1962,630.27,8.14,Historical
Oregon,1963,651.87,8.5,Historical
Oregon,1964,789.35,7.54,Historical
Oregon,1965,570.02,8.46,Historical
Oregon,1966,611.14,8.74,Historical
Oregon,1967,548.87,8.97,Historical
Oregon,1968,720.08,8.57,Historical
Oregon,1969,653.81,8.19,Historical
Oregon,1970,748.28,8.36,Historical
Oregon,1971,758.97,7.88,Historical
Oregon,1972,666.93,8.1,Historical
Oregon,1973,692.31,8.7,Historical
Oregon,1974,648.5,8.55,Historical
Oregon,1975,722.02,7.83,Historical
Oregon,1976,472.41,8.14,Historical
Oregon,1977,650.68,8.41,Historical
Oregon,1978,588.41,8.24,Historical
Oregon,1979,666.06,8.42,Historical
Oregon,1980,685.3,8.4,Historical
Oregon,1981,790.0,8.85,Historical
Oregon,1982,762.73,7.6,Historical
Oregon,1983,933.94,8.38,Historical
Oregon,1984,748.79,7.64,Historical
Oregon,1985,459.69,7.04,Historical
Oregon,1986,665.79,8.99,Historical
Oregon,1987,558.55,9.13,Historical
Oregon,1988,580.94,8.82,Historical
Oregon,1989,533.62,8.05,Historical
Oregon,1990,590.21,8.61,Historical
Oregon,1991,601.44,8.66,Historical
Oregon,1992,556.79,9.67,Historical
Oregon,1993,639.01,7.58,Historical
Oregon,1994,570.47,9.07,Historical
Oregon,1995,848.63,9.27,Historical
Oregon,1996,994.57,8.83,Historical
Oregon,1997,663.67,8.7,Historical
Oregon,1998,849.26,8.98,Historical
Oregon,1999,636.33,8.55,Historical
Oregon,2000,601.62,8.44,Historical
Oregon,2001,548.35,8.64,Historical
Oregon,2002,535.9,8.59,Historical
Oregon,2003,656.21,9.43,Historical
Oregon,2004,596.22,9.28,Historical
Oregon,2005,663.57,8.7,Historical
Oregon,2006,744.94,8.95,Historical
Oregon,2007,568.56,8.65,Historical
Oregon,2008,541.78,8.25,Historical
Oregon,2009,547.32,8.45,Historical
Oregon,2010,777.56,8.76,Historical
Oregon,2011,637.87,8.04,Historical
Oregon,2012,808.24,9.04,Historical
Oregon,2013,440.1,8.68,Historical
Oregon,2014,715.24,9.88,Historical
Oregon,2015,637.12,10.34,Historical
Oregon,2016,749.92,9.87,Historical
Oregon,2017,766.37,9.0,Historical
Oregon,2018,557.46,9.46,Historical
Oregon,2019,619.48,8.77,Historical
Oregon,2020,609.88,9.57,Historical
Washington,1901,962.33,7.79,Historical
Washington,1902,1159.06,7.44,Historical
Washington,1903,1013.58,7.31,Historical
Washington,1904,1031.75,8.2,Historical
Washington,1905,899.37,7.87,Historical
Washington,1906,1073.28,8.32,Historical
Washington,1907,936.05,7.52,Historical
Washington,1908,904.16,7.82,Historical
Washington,1909,1023.56,6.96,Historical
Washington,1910,1024.45,7.89,Historical
Washington,1911,798.64,7.16,Historical
Washington,1912,1057.17,7.61,Historical
Washington,1913,887.22,7.18,Historical
Washington,1914,927.92,8.23,Historical
Washington,1915,998.27,8.46,Historical
Washington,1916,1023.69,6.38,Historical
Washington,1917,946.7,7.69,Historical
Washington,1918,914.03,8.39,Historical
Washington,1919,958.44,7.34,Historical
Washington,1920,991.82,7.69,Historical
Washington,1921,1095.94,7.73,Historical
Washington,1922,782.69,7.01,Historical
Washington,1923,911.94,8.24,Historical
Washington,1924,843.6,7.99,Historical
Washington,1925,799.06,8.96,Historical
Washington,1926,865.64,9.05,Historical
Washington,1927,1034.81,7.63,Historical
Washington,1928,771.18,8.26,Historical
Washington,1929,605.58,7.22,Historical
Washington,1930,647.98,7.65,Historical
Washington,1931,982.66,8.34,Historical
Washington,1932,1062.06,7.76,Historical
Washington,1933,1145.36,7.73,Historical
Washington,1934,984.77,9.74,Historical
Washington,1935,745.86,7.75,Historical
Washington,1936,859.62,8.33,Historical
Washington,1937,1157.57,7.69,Historical
Washington,1938,793.34,8.64,Historical
Washington,1939,819.65,8.89,Historical
Washington,1940,986.57,9.21,Historical
Washington,1941,932.56,9.11,Historical
Washington,1942,902.89,8.27,Historical
Washington,1943,766.45,7.75,Historical
Washington,1944,682.98,8.36,Historical
Washington,1945,1057.42,8.2,Historical
Washington,1946,983.99,7.99,Historical
Washington,1947,953.91,8.63,Historical
Washington,1948,1196.93,7.24,Historical
Washington,1949,864.6,7.59,Historical
Washington,1950,1207.54,7.27,Historical
Washington,1951,1023.4,7.76,Historical
Washington,1952,648.42,8.2,Historical
Washington,1953,1150.42,8.91,Historical
Washington,1954,999.34,7.68,Historical
Washington,1955,1103.81,6.72,Historical
Washington,1956,978.91,7.81,Historical
Washington,1957,899.45,7.95,Historical
Washington,1958,1052.1,9.8,Historical
Washington,1959,1058.54,7.91,Historical
Washington,1960,958.18,7.98,Historical
Washington,1961,1092.17,8.72,Historical
Washington,1962,917.99,8.19,Historical
Washington,1963,904.53,8.51,Historical
Washington,1964,1023.11,7.46,Historical
Washington,1965,849.59,8.48,Historical
Washington,1966,953.34,8.62,Historical
Washington,1967,936.48,9.11,Historical
Washington,1968,1132.75,8.28,Historical
Washington,1969,863.04,7.79,Historical
Washington,1970,962.54,8.0,Historical
Washington,1971,1113.22,7.79,Historical
Washington,1972,1105.94,7.71,Historical
Washington,1973,941.39,8.37,Historical
Washington,1974,1034.65,8.46,Historical
Washington,1975,1156.65,7.67,Historical
Washington,1976,755.68,8.01,Historical
Washington,1977,925.34,8.14,Historical
Washington,1978,842.81,7.97,Historical
Washington,1979,874.63,8.24,Historical
Washington,1980,1049.65,8.11,Historical
Washington,1981,1025.34,8.63,Historical
Washington,1982,1092.62,7.67,Historical
Washington,1983,1210.94,8.38,Historical
Washington,1984,1077.44,7.62,Historical
Washington,1985,686.16,6.94,Historical
Washington,1986,979.85,8.68,Historical
Washington,1987,797.23,9.13,Historical
Washington,1988,900.52,8.65,Historical
Washington,1989,854.23,8.21,Historical
Washington,1990,1153.71,8.6,Historical
Washington,1991,908.83,8.53,Historical
Washington,1992,862.26,9.43,Historical
Washington,1993,780.85,7.77,Historical
Washington,1994,939.41,9.23,Historical
Washington,1995,1160.47,9.06,Historical
Washington,1996,1271.22,7.91,Historical
Washington,1997,1157.24,8.68,Historical
Washington,1998,1129.42,9.35,Historical
Washington,1999,1088.83,8.5,Historical
Washington,2000,819.78,8.05,Historical
Washington,2001,907.44,8.29,Historical
Washington,2002,820.73,8.34,Historical
Washington,2003,977.11,9.14,Historical
Washington,2004,873.16,9.25,Historical
Washington,2005,913.03,8.66,Historical
Washington,2006,1150.7,8.92,Historical
Washington,2007,926.61,8.47,Historical
Washington,2008,840.39,7.99,Historical
Washington,2009,916.1,8.24,Historical
Washington,2010,1100.08,8.62,Historical
Washington,2011,971.85,7.78,Historical
Washington,2012,1140.68,8.61,Historical
Washington,2013,770.53,8.76,Historical
Washington,2014,1054.61,9.41,Historical
Washington,2015,989.96,10.07,Historical
Washington,2016,1103.25,9.64,Historical
Washington,2017,1174.94,8.55,Historical
Washington,2018,910.29,9.17,Historical
Washington,2019,810.17,8.31,Historical
Washington,2020,986.96,9.13,Historical
Alsace,2006,1236.97,9.51,Projected
Alsace,2007,1250.6,9.61,Projected
Alsace,2008,1233.63,9.83,Projected
Alsace,2009,1274.26,10.06,Projected
Alsace,2010,1284.61,9.38,Projected
Alsace,2011,1305.24,9.75,Projected
Alsace,2012,1255.77,9.4,Projected
Alsace,2013,1337.38,9.37,Projected
Alsace,2014,1339.81,9.69,Projected
Alsace,2015,1188.87,9.79,Projected
Alsace,2016,1259.09,10.09,Projected
Alsace,2017,1366.39,9.77,Projected
Alsace,2018,1280.44,9.72,Projected
Alsace,2019,1354.09,9.84,Projected
Alsace,2020,1339.55,9.58,Projected
Alsace,2021,1349.72,9.87,Projected
Alsace,2022,1245.91,10.09,Projected
Alsace,2023,1244.48,9.73,Projected
Alsace,2024,1258.42,9.87,Projected
Alsace,2025,1306.19,9.62,Projected
Alsace,2026,1343.24,10.03,Projected
Alsace,2027,1265.35,9.74,Projected
Alsace,2028,1231.98,9.67,Projected
Alsace,2029,1221.74,9.92,Projected
Alsace,2030,1273.88,9.87,Projected
Alsace,2031,1327.4,10.21,Projected
Alsace,2032,1262.59,9.76,Projected
Alsace,2033,1359.25,10.27,Projected
Alsace,2034,1320.18,9.94,Projected
Alsace,2035,1250.67,10.13,Projected
Alsace,2036,1374.99,10.07,Projected
Alsace,2037,1283.47,10.11,Projected
Alsace,2038,1274.56,10.08,Projected
Alsace,2039,1333.24,10.46,Projected
Alsace,2040,1233.88,10.28,Projected
Alsace,2041,1270.13,10.55,Projected
Alsace,2042,1247.34,10.29,Projected
Alsace,2043,1279.02,10.76,Projected
Alsace,2044,1313.02,10.31,Projected
Alsace,2045,1243.8,10.48,Projected
Alsace,2046,1281.89,10.4,Projected
Alsace,2047,1200.97,10.97,Projected
Alsace,2048,1236.94,10.73,Projected
Alsace,2049,1315.94,10.43,Projected
Alsace,2050,1275.82,10.59,Projected
Alsace,2051,1316.76,10.72,Projected
Alsace,2052,1337.82,10.71,Projected
Alsace,2053,1268.11,10.99,Projected
Alsace,2054,1326.08,10.9,Projected
Alsace,2055,1331.67,11.02,Projected
Alsace,2056,1268.86,10.97,Projected
Alsace,2057,1368.48,11.04,Projected
Alsace,2058,1207.48,11.09,Projected
Alsace,2059,1287.1,11.03,Projected
Alsace,2060,1347.73,11.09,Projected
Alsace,2061,1315.89,10.86,Projected
Alsace,2062,1244.22,10.82,Projected
Alsace,2063,1318.1,10.58,Projected
Alsace,2064,1223.48,11.14,Projected
Alsace,2065,1302.61,11.14,Projected
Alsace,2066,1291.0,11.22,Projected
Alsace,2067,1304.85,11.44,Projected
Alsace,2068,1268.35,11.42,Projected
Alsace,2069,1273.47,11.56,Projected
Alsace,2070,1338.54,11.28,Projected
Alsace,2071,1354.4,11.24,Projected
Alsace,2072,1262.95,10.78,Projected
Alsace,2073,1288.15,11.1,Projected
Alsace,2074,1290.52,11.23,Projected
Alsace,2075,1326.91,11.52,Projected
Alsace,2076,1298.92,11.55,Projected
Alsace,2077,1291.9,11.5,Projected
Alsace,2078,1293.74,11.64,Projected
Alsace,2079,1241.8,12.03,Projected
Alsace,2080,1183.75,11.78,Projected
Alsace,2081,1273.84,11.95,Projected
Alsace,2082,1193.48,11.79,Projected
Alsace,2083,1293.56,11.82,Projected
Alsace,2084,1305.64,11.89,Projected
Alsace,2085,1406.45,11.89,Projected
Alsace,2086,1237.74,12.03,Projected
Alsace,2087,1266.85,12.47,Projected
Alsace,2088,1231.98,12.15,Projected
Alsace,2089,1246.3,12.49,Projected
Alsace,2090,1143.84,12.08,Projected
Alsace,2091,1249.08,12.34,Projected
Alsace,2092,1278.65,11.99,Projected
Alsace,2093,1232.89,12.07,Projected
Alsace,2094,1270.98,12.42,Projected
Alsace,2095,1262.75,12.0,Projected
Alsace,2096,1334.14,12.36,Projected
Alsace,2097,1346.69,12.39,Projected
Alsace,2098,1329.05,12.28,Projected
Alsace,2099,1279.48,12.41,Projected
Alsace,2100,1244.0,12.1,Projected
Aquitaine,2006,951.04,13.69,Projected
Aquitaine,2007,883.44,13.56,Projected
Aquitaine,2008,946.79,13.71,Projected
Aquitaine,2009,968.9,13.75,Projected
Aquitaine,2010,1030.31,13.49,Projected
Aquitaine,2011,949.35,13.66,Projected
Aquitaine,2012,961.0,13.62,Projected
Aquitaine,2013,996.37,13.56,Projected
Aquitaine,2014,964.63,13.84,Projected
Aquitaine,2015,886.18,13.9,Projected
Aquitaine,2016,951.17,13.99,Projected
Aquitaine,2017,937.07,13.76,Projected
Aquitaine,2018,913.36,14.0,Projected
Aquitaine,2019,980.23,13.93,Projected
Aquitaine,2020,1003.77,13.66,Projected
Aquitaine,2021,1023.67,13.75,Projected
Aquitaine,2022,940.5,14.23,Projected
Aquitaine,2023,946.25,13.78,Projected
Aquitaine,2024,944.53,13.68,Projected
Aquitaine,2025,985.07,13.89,Projected
Aquitaine,2026,903.31,14.0,Projected
Aquitaine,2027,952.42,13.77,Projected
Aquitaine,2028,963.85,13.79,Projected
Aquitaine,2029,914.6,14.11,Projected
Aquitaine,2030,946.33,14.03,Projected
Aquitaine,2031,925.18,14.13,Projected
Aquitaine,2032,999.37,13.95,Projected
Aquitaine,2033,881.36,14.17,Projected
Aquitaine,2034,948.85,13.99,Projected
Aquitaine,2035,933.25,14.02,Projected
Aquitaine,2036,989.88,13.86,Projected
Aquitaine,2037,877.89,14.17,Projected
Aquitaine,2038,918.98,14.11,Projected
Aquitaine,2039,1017.85,14.31,Projected
Aquitaine,2040,915.52,14.4,Projected
Aquitaine,2041,964.02,14.31,Projected
Aquitaine,2042,962.22,14.25,Projected
Aquitaine,2043,927.87,14.37,Projected
Aquitaine,2044,908.38,14.27,Projected
Aquitaine,2045,957.59,14.31,Projected
Aquitaine,2046,898.9,14.31,Projected
Aquitaine,2047,917.95,14.6,Projected
Aquitaine,2048,933.07,14.62,Projected
Aquitaine,2049,940.27,14.2,Projected
Aquitaine,2050,901.47,14.49,Projected
Aquitaine,2051,957.11,14.59,Projected
Aquitaine,2052,973.13,14.61,Projected
Aquitaine,2053,921.16,14.97,Projected
Aquitaine,2054,1018.59,14.65,Projected
Aquitaine,2055,984.77,14.89,Projected
Aquitaine,2056,938.2,14.69,Projected
Aquitaine,2057,968.56,14.92,Projected
Aquitaine,2058,845.32,14.98,Projected
Aquitaine,2059,895.06,14.85,Projected
Aquitaine,2060,927.16,15.06,Projected
Aquitaine,2061,951.38,14.88,Projected
Aquitaine,2062,928.89,14.82,Projected
Aquitaine,2063,945.51,14.53,Projected
Aquitaine,2064,919.44,15.08,Projected
Aquitaine,2065,954.9,14.99,Projected
Aquitaine,2066,928.72,15.16,Projected
Aquitaine,2067,975.76,14.87,Projected
Aquitaine,2068,895.1,15.34,Projected
Aquitaine,2069,893.43,15.4,Projected
Aquitaine,2070,968.63,15.11,Projected
Aquitaine,2071,916.56,15.15,Projected
Aquitaine,2072,881.14,14.65,Projected
Aquitaine,2073,970.13,15.0,Projected
Aquitaine,2074,924.67,15.19,Projected
Aquitaine,2075,929.03,15.34,Projected
Aquitaine,2076,944.76,15.59,Projected
Aquitaine,2077,872.36,15.47,Projected
Aquitaine,2078,842.28,15.74,Projected
Aquitaine,2079,880.19,15.52,Projected
Aquitaine,2080,881.57,15.53,Projected
Aquitaine,2081,810.18,15.69,Projected
Aquitaine,2082,848.44,15.54,Projected
Aquitaine,2083,883.01,15.45,Projected
Aquitaine,2084,913.51,15.67,Projected
Aquitaine,2085,934.36,15.74,Projected
Aquitaine,2086,903.25,15.73,Projected
Aquitaine,2087,846.89,16.27,Projected
Aquitaine,2088,888.41,16.15,Projected
Aquitaine,2089,954.75,16.31,Projected
Aquitaine,2090,858.76,16.11,Projected
Aquitaine,2091,814.43,16.3,Projected
Aquitaine,2092,918.55,16.04,Projected
Aquitaine,2093,895.55,15.84,Projected
Aquitaine,2094,911.8,16.16,Projected
Aquitaine,2095,826.03,16.09,Projected
Aquitaine,2096,917.75,15.77,Projected
Aquitaine,2097,896.08,16.07,Projected
Aquitaine,2098,936.4,15.93,Projected
Aquitaine,2099,880.89,16.27,Projected
Aquitaine,2100,837.32,15.9,Projected
Burgundy,2006,1136.25,11.35,Projected
Burgundy,2007,1120.62,11.48,Projected
Burgundy,2008,1129.09,11.54,Projected
Burgundy,2009,1190.12,11.73,Projected
Burgundy,2010,1234.25,11.25,Projected
Burgundy,2011,1217.65,11.65,Projected
Burgundy,2012,1206.1,11.25,Projected
Burgundy,2013,1270.41,11.23,Projected
Burgundy,2014,1219.58,11.51,Projected
Burgundy,2015,1130.47,11.67,Projected
Burgundy,2016,1205.64,11.84,Projected
Burgundy,2017,1220.15,11.53,Projected
Burgundy,2018,1144.47,11.69,Projected
Burgundy,2019,1267.72,11.69,Projected
Burgundy,2020,1254.75,11.4,Projected
Burgundy,2021,1242.25,11.57,Projected
Burgundy,2022,1195.99,11.98,Projected
Burgundy,2023,1100.2,11.72,Projected
Burgundy,2024,1229.15,11.42,Projected
Burgundy,2025,1214.84,11.57,Projected
Burgundy,2026,1253.57,11.88,Projected
Burgundy,2027,1187.5,11.57,Projected
Burgundy,2028,1133.47,11.68,Projected
Burgundy,2029,1122.43,11.75,Projected
Burgundy,2030,1262.13,11.74,Projected
Burgundy,2031,1162.91,11.94,Projected
Burgundy,2032,1081.13,11.65,Projected
Burgundy,2033,1184.51,12.0,Projected
Burgundy,2034,1252.5,11.89,Projected
Burgundy,2035,1069.6,11.93,Projected
Burgundy,2036,1272.91,11.9,Projected
Burgundy,2037,1139.45,12.06,Projected
Burgundy,2038,1137.31,11.81,Projected
Burgundy,2039,1289.93,12.29,Projected
Burgundy,2040,1122.99,12.11,Projected
Burgundy,2041,1211.28,12.18,Projected
Burgundy,2042,1195.56,12.07,Projected
Burgundy,2043,1169.67,12.42,Projected
Burgundy,2044,1196.72,12.1,Projected
Burgundy,2045,1157.27,12.23,Projected
Burgundy,2046,1172.39,12.19,Projected
Burgundy,2047,1132.49,12.73,Projected
Burgundy,2048,1180.56,12.55,Projected
Burgundy,2049,1216.27,12.12,Projected
Burgundy,2050,1078.42,12.47,Projected
Burgundy,2051,1248.73,12.44,Projected
Burgundy,2052,1224.49,12.4,Projected
Burgundy,2053,1132.43,12.75,Projected
Burgundy,2054,1230.33,12.57,Projected
Burgundy,2055,1247.85,12.69,Projected
Burgundy,2056,1206.97,12.81,Projected
Burgundy,2057,1269.35,12.8,Projected
Burgundy,2058,1104.62,12.97,Projected
Burgundy,2059,1209.73,12.77,Projected
Burgundy,2060,1145.94,12.99,Projected
Burgundy,2061,1201.3,12.78,Projected
Burgundy,2062,1177.48,12.76,Projected
Burgundy,2063,1185.09,12.39,Projected
Burgundy,2064,1126.79,12.79,Projected
Burgundy,2065,1153.91,12.79,Projected
Burgundy,2066,1153.71,13.1,Projected
Burgundy,2067,1252.14,13.03,Projected
Burgundy,2068,1148.1,13.27,Projected
Burgundy,2069,1149.29,13.43,Projected
Burgundy,2070,1226.09,13.04,Projected
Burgundy,2071,1210.51,13.05,Projected
Burgundy,2072,1168.0,12.53,Projected
Burgundy,2073,1137.12,12.89,Projected
Burgundy,2074,1189.06,13.03,Projected
Burgundy,2075,1171.21,13.38,Projected
Burgundy,2076,1184.02,13.37,Projected
Burgundy,2077,1114.5,13.37,Projected
Burgundy,2078,1061.45,13.44,Projected
Burgundy,2079,1118.29,13.59,Projected
Burgundy,2080,1088.28,13.53,Projected
Burgundy,2081,1059.99,13.58,Projected
Burgundy,2082,1088.28,13.41,Projected
Burgundy,2083,1222.93,13.43,Projected
Burgundy,2084,1110.2,13.66,Projected
Burgundy,2085,1200.88,13.6,Projected
Burgundy,2086,1147.0,13.63,Projected
Burgundy,2087,1072.41,14.3,Projected
Burgundy,2088,1112.07,13.88,Projected
Burgundy,2089,1174.78,14.42,Projected
Burgundy,2090,1066.2,14.07,Projected
Burgundy,2091,1086.91,14.17,Projected
Burgundy,2092,1181.15,13.82,Projected
Burgundy,2093,1141.13,13.71,Projected
Burgundy,2094,1222.36,13.97,Projected
Burgundy,2095,1167.07,13.74,Projected
Burgundy,2096,1184.14,14.01,Projected
Burgundy,2097,1212.4,14.1,Projected
Burgundy,2098,1245.58,13.91,Projected
Burgundy,2099,1115.67,14.05,Projected
Burgundy,2100,1099.25,13.86,Projected
Champagne-Ardenne,2006,1038.95,11.68,Projected
Champagne-Ardenne,2007,1067.56,11.62,Projected
Champagne-Ardenne,2008,1064.16,11.7,Projected
Champagne-Ardenne,2009,1087.75,11.95,Projected
Champagne-Ardenne,2010,1108.81,11.49,Projected
Champagne-Ardenne,2011,1116.87,11.83,Projected
Champagne-Ardenne,2012,1083.88,11.42,Projected
Champagne-Ardenne,2013,1143.45,11.34,Projected
Champagne-Ardenne,2014,1103.01,11.78,Projected
Champagne-Ardenne,2015,1077.98,11.86,Projected
Champagne-Ardenne,2016,1130.16,12.03,Projected
Champagne-Ardenne,2017,1159.09,11.85,Projected
Champagne-Ardenne,2018,1079.63,11.86,Projected
Champagne-Ardenne,2019,1164.93,11.81,Projected
Champagne-Ardenne,2020,1172.74,11.7,Projected
Champagne-Ardenne,2021,1137.15,11.9,Projected
Champagne-Ardenne,2022,1076.74,12.02,Projected
Champagne-Ardenne,2023,1066.34,11.97,Projected
Champagne-Ardenne,2024,1137.75,11.7,Projected
Champagne-Ardenne,2025,1115.62,11.72,Projected
Champagne-Ardenne,2026,1179.12,12.0,Projected
Champagne-Ardenne,2027,1098.2,11.78,Projected
Champagne-Ardenne,2028,1074.45,11.89,Projected
Champagne-Ardenne,2029,1044.27,11.99,Projected
Champagne-Ardenne,2030,1153.67,11.95,Projected
Champagne-Ardenne,2031,1094.49,12.19,Projected
Champagne-Ardenne,2032,1069.33,11.89,Projected
Champagne-Ardenne,2033,1084.87,12.17,Projected
Champagne-Ardenne,2034,1173.64,12.04,Projected
Champagne-Ardenne,2035,1057.98,12.06,Projected
Champagne-Ardenne,2036,1154.92,12.11,Projected
Champagne-Ardenne,2037,1112.82,12.14,Projected
Champagne-Ardenne,2038,1090.87,11.9,Projected
Champagne-Ardenne,2039,1187.98,12.47,Projected
Champagne-Ardenne,2040,1050.75,12.27,Projected
Champagne-Ardenne,2041,1104.38,12.41,Projected
Champagne-Ardenne,2042,1094.43,12.32,Projected
Champagne-Ardenne,2043,1083.4,12.6,Projected
Champagne-Ardenne,2044,1138.28,12.29,Projected
Champagne-Ardenne,2045,1076.03,12.45,Projected
Champagne-Ardenne,2046,1111.19,12.27,Projected
Champagne-Ardenne,2047,1064.23,12.81,Projected
Champagne-Ardenne,2048,1111.5,12.73,Projected
Champagne-Ardenne,2049,1146.8,12.32,Projected
Champagne-Ardenne,2050,1064.93,12.61,Projected
Champagne-Ardenne,2051,1184.54,12.63,Projected
Champagne-Ardenne,2052,1114.41,12.56,Projected
Champagne-Ardenne,2053,1079.73,12.98,Projected
Champagne-Ardenne,2054,1168.32,12.71,Projected
Champagne-Ardenne,2055,1130.06,12.88,Projected
Champagne-Ardenne,2056,1127.39,12.96,Projected
Champagne-Ardenne,2057,1187.23,12.95,Projected
Champagne-Ardenne,2058,1052.9,13.09,Projected
Champagne-Ardenne,2059,1121.0,12.91,Projected
Champagne-Ardenne,2060,1080.97,13.18,Projected
Champagne-Ardenne,2061,1137.99,12.85,Projected
Champagne-Ardenne,2062,1118.58,12.88,Projected
Champagne-Ardenne,2063,1174.85,12.55,Projected
Champagne-Ardenne,2064,1022.66,12.92,Projected
Champagne-Ardenne,2065,1171.24,12.95,Projected
Champagne-Ardenne,2066,1086.99,13.21,Projected
Champagne-Ardenne,2067,1137.53,13.32,Projected
Champagne-Ardenne,2068,1054.88,13.47,Projected
Champagne-Ardenne,2069,1136.02,13.54,Projected
Champagne-Ardenne,2070,1107.23,13.13,Projected
Champagne-Ardenne,2071,1157.07,13.15,Projected
Champagne-Ardenne,2072,1099.15,12.54,Projected
Champagne-Ardenne,2073,1081.23,12.96,Projected
Champagne-Ardenne,2074,1108.5,13.01,Projected
Champagne-Ardenne,2075,1086.77,13.32,Projected
Champagne-Ardenne,2076,1120.65,13.39,Projected
Champagne-Ardenne,2077,1047.84,13.54,Projected
Champagne-Ardenne,2078,1079.16,13.65,Projected
Champagne-Ardenne,2079,1108.14,13.75,Projected
Champagne-Ardenne,2080,1032.97,13.59,Projected
Champagne-Ardenne,2081,1037.29,13.71,Projected
Champagne-Ardenne,2082,1059.64,13.5,Projected
Champagne-Ardenne,2083,1122.52,13.63,Projected
Champagne-Ardenne,2084,1071.82,13.92,Projected
Champagne-Ardenne,2085,1136.66,13.72,Projected
Champagne-Ardenne,2086,1070.69,13.79,Projected
Champagne-Ardenne,2087,1059.49,14.31,Projected
Champagne-Ardenne,2088,1031.35,14.01,Projected
Champagne-Ardenne,2089,1100.79,14.52,Projected
Champagne-Ardenne,2090,965.09,14.06,Projected
Champagne-Ardenne,2091,1059.41,14.26,Projected
Champagne-Ardenne,2092,1076.89,13.91,Projected
Champagne-Ardenne,2093,1090.21,13.87,Projected
Champagne-Ardenne,2094,1156.81,14.05,Projected
Champagne-Ardenne,2095,1128.99,13.9,Projected
Champagne-Ardenne,2096,1112.84,14.1,Projected
Champagne-Ardenne,2097,1162.67,14.27,Projected
Champagne-Ardenne,2098,1156.24,14.1,Projected
Champagne-Ardenne,2099,1064.27,14.11,Projected
Champagne-Ardenne,2100,1029.98,13.96,Projected
Piemonte,2006,965.97,10.4,Projected
Piemonte,2007,893.92,10.48,Projected
Piemonte,2008,976.72,10.61,Projected
Piemonte,2009,1036.79,10.76,Projected
Piemonte,2010,974.33,10.22,Projected
Piemonte,2011,908.75,10.57,Projected
Piemonte,2012,928.24,10.4,Projected
Piemonte,2013,1008.9,10.31,Projected
Piemonte,2014,1013.08,10.66,Projected
Piemonte,2015,946.78,10.76,Projected
Piemonte,2016,999.45,11.0,Projected
Piemonte,2017,1009.55,10.62,Projected
Piemonte,2018,974.69,10.65,Projected
Piemonte,2019,1017.86,10.85,Projected
Piemonte,2020,1007.75,10.48,Projected
Piemonte,2021,1031.47,10.86,Projected
Piemonte,2022,948.36,11.08,Projected
Piemonte,2023,1021.97,10.71,Projected
Piemonte,2024,955.51,10.76,Projected
Piemonte,2025,949.08,10.68,Projected
Piemonte,2026,965.98,11.09,Projected
Piemonte,2027,931.9,10.66,Projected
Piemonte,2028,945.62,10.62,Projected
Piemonte,2029,915.9,10.88,Projected
Piemonte,2030,938.92,10.8,Projected
Piemonte,2031,953.8,11.03,Projected
Piemonte,2032,931.57,10.7,Projected
Piemonte,2033,910.6,11.15,Projected
Piemonte,2034,1037.09,10.95,Projected
Piemonte,2035,894.61,11.05,Projected
Piemonte,2036,1083.02,10.94,Projected
Piemonte,2037,897.63,11.2,Projected
Piemonte,2038,985.94,11.12,Projected
Piemonte,2039,1060.17,11.36,Projected
